NAME,POVINN,VPLATIOD,VPLATIDO,PGARANT,PVYUCOVAN,VSEMZAC,VSEMPOC,VRVCEM,VTYP,VEBODY,PPOCMIN,PPOCMAX,LANG,VYJAZYK,GUARANTORS,A,C,E,L,P,S,V,TEACHERS,FACULTY_NAME,LECTURE_RANGE_WINTER,SEMINAR_RANGE_WINTER,LECTURE_RANGE_SUMMER,SEMINAR_RANGE_SUMMER
Selected Topics on Functional Analysis,NRFA075,2019,9999,32-KMA,Cancelled,2,1,HT,C+Ex,6,,Unlimited,en,Czech,null,"{""TITLE"":""annotation"",""MEMO"":""Basic notions of linear functional analysis. Applications of abstract analysis.\r\n""}","{""TITLE"":""aim of subject"",""MEMO"":""An introductory course in functional analysis.\r\n""}",,,,"{""TITLE"":""syllabus"",""MEMO"":""1. Linear spaces\r\nalgebraic version of Hahn-Banach theorem\r\n\r\n2. Hilbert spaces (a survey of results from the course in mathematical analysis :\r\northogonal projection; orthogonalization; abstract Fourier series; representation of Hilbert space\r\n\r\n3. Normed linear spaces; Banach spaces\r\nbounded linear operators and functionals; representation of bounded linear functionals in a Hilbert space; Hahn-Banach theorem; dual space; reflexivity; Banach-Steinhaus theorem; open map theorem and closed graph theorem; inverse operator; spectrum of the operator; compact operator; examples of Banach spaces and their duals (integrable functions, continuous functions)\r\n\r\n4. Locally convex spaces\r\nHahn-Banach theorem and separation of convex sets; weak convergence; weak topology; examples of locally convex spaces (continuous functions, differentiable functions)\r\n""}",,null,Faculty of Mathematics and Physics,,,2,2
Local theory of Banach spaces,NRFA103,2014,9999,32-KMA,Cancelled,1,2,HT,ZK,6,,Unlimited,en,Czech,"[{""KOD"": ""11136"", ""PRIJMENI"": ""H\u00e1jek"", ""JMENO"": ""Petr"", ""TITULPRED"": ""prof."", ""TITULZA"": ""DrSc.""}]","{""TITLE"":""annotation"",""MEMO"":""Deeper theory of structure of Banach spaces. Banach lattices, isomorphic classification of C(K) spaces for \r\nmetrizable compacts. Deeper structure of Lp spaces.\r\nGower's dichotomy and review of modern examples of Banach spaces.\r\n""}",,,,,,,null,Faculty of Mathematics and Physics,2,0,2,0
Differentiability of functions in Banach spaces II,NRFA184,2019,9999,32-KMA,Cancelled,2,1,HT,C,3,,Unlimited,en,Czech,null,"{""TITLE"":""annotation"",""MEMO"":""A continuation of the lecture  Differentiability of functions in Banach spaces I.\r\nSome proofs of theorems stated without a proof will be given.\r\n\r\n""}",,,,,"{""TITLE"":""syllabus"",""MEMO"":""A continuation of the lecture  Differentiability of functions in Banach spaces I.\r\nSome proofs of theorems stated without a proof will be given.\r\n""}",,null,Faculty of Mathematics and Physics,,,2,0
Time Series,NSTP007,2018,9999,32-KPMS,Cancelled,2,1,HT,Ex,6,,Unlimited,en,Czech,"[{""KOD"": ""12382"", ""PRIJMENI"": ""Cipra"", ""JMENO"": ""Tom\u00e1\u0161"", ""TITULPRED"": ""prof. RNDr."", ""TITULZA"": ""DrSc.""}]","{""TITLE"":""annotation"",""MEMO"":""Basic methods of time series analysis and their applications, time series decomposition and adaptive techniques, \r\nBox-Jenkins methodology including ARIMA and seasonal models, financial time series (models of volatility and nonlinear in \r\nmean), multivariate time series (vector autoregression, Kalman filter). Most of the methods are applied in a facultative \r\nseminar. Requirements: Basic knowledge of statistics.\r\n""}","{""TITLE"":""aim of subject"",""MEMO"":""The students should master the most important methods of practical time series analysis so that they are capable to apply them in practice. \r\n""}",,,,"{""TITLE"":""syllabus"",""MEMO"":""I. \tClassification of random processes. \r\nII. \tDecomposition methods: 1. Trend. 2. Seasonality and periodicity. 3. Tests of randomness. \r\nIII. \tBox-Jenkins methodology 1. ARMA models ARMA 2. Identification, estimation, verification and prediction. 3. ARIMA and seasonal models. \r\nIV. \tFinancial time series: 1. Models of volatility (GARCH). 2. Models nonlinear in mean. \r\nV. \tMultivariate time series (vector autoregression, Kalman filter).\r\n""}",,null,Faculty of Mathematics and Physics,,,4,0
Statistical Quality Control,NSTP013,2018,9999,32-KPMS,Cancelled,2,1,HT,Ex,3,,Unlimited,en,Czech,"[{""KOD"": ""11626"", ""PRIJMENI"": ""Antoch"", ""JMENO"": ""Jarom\u00edr"", ""TITULPRED"": ""prof. RNDr."", ""TITULZA"": ""CSc.""}]","{""TITLE"":""annotation"",""MEMO"":""On-line statistical process control (Shewart CUSUM and EWMA control charts). Off-line statistical process control \r\n(detection \r\nof changes of parameters in the location model, in the model of linear regression and in the autoregression model, \r\ndistribution \r\nof extremes).\r\nSampling plans for inspection by attributes (case of isolated lots, continuous production, \r\nintermittent control). Sampling plans for inspection by measurement for univariate and multivariate data (normally \r\nand not \r\nnormally distributed data).\r\n\r\nRequirements:basics of probability and statistics.\r\n\r\n""}","{""TITLE"":""aim of subject"",""MEMO"":""The students will acquaint with the on-line and off-line stochastic approach to the quality control and with the methods of statistical sampling. Aside mathematical methods there will be discussed but also also their implementation in European norms. \r\n""}",,,,"{""TITLE"":""syllabus"",""MEMO"":""1. On-line statistical process control (Shewart control charts, CUSUM control charts, EWMA control charts).\r\n\r\n2. Off-line statistical process control (detection of changes of parameters in the location model,\r\ndetection of changes of parameters in the model of linear regression, detection of changes \r\nof parameters in the autoregression model, distribution of extremes).\r\n\r\n3. Sampling plans for inspection by attributes (case of isolated lots, continuous production, \r\nintermittent control).\r\n\r\n4. Sampling plans for inspection by measurement for univariate and multivarialte data\r\n(normally distributed data, not normally distributed data).\r\n""}","{""TITLE"":""entry requirements"",""MEMO"":""Random variables and vectors and their characterizations; convergence in distribution, in probability and almost surely; central limit theorem; conditional density and conditional expectation.""}",null,Faculty of Mathematics and Physics,,,2,0
Seminar M+M II,NSTP054,2006,9999,32-KPMS,Cancelled,2,1,HT,C,3,,Unlimited,en,,"[{""KOD"": ""11626"", ""PRIJMENI"": ""Antoch"", ""JMENO"": ""Jarom\u00edr"", ""TITULPRED"": ""prof. RNDr."", ""TITULZA"": ""CSc.""}]","{""TITLE"":""annotation"",""MEMO"":""The students will read various papers concerning mathematical \r\nstatistics and probability in order extend their knowledge of the \r\nstudied area and in order to learn how to prepare talks.\r\n\r\n""}",,,,,,,null,Faculty of Mathematics and Physics,,,0,2
Discrete Probability,NSTP064,2014,9999,32-KPMS,Cancelled,1,1,HT,Ex,3,,Unlimited,en,,"[{""KOD"": ""12677"", ""PRIJMENI"": ""\u0160t\u011bp\u00e1n"", ""JMENO"": ""Josef"", ""TITULPRED"": ""prof. RNDr."", ""TITULZA"": ""DrSc.""}]","{""TITLE"":""annotation"",""MEMO"":""Basic concepts of the probability are presented in a simple discrete framework. No reference to a more advanced analysis or algebra will be made.""}","{""TITLE"":""aim of subject"",""MEMO"":""A soft introduction to probability calculus with the aim to develop students abilities for probabilistic reasonning and modelling.\r\n\r\n""}",,,,"{""TITLE"":""syllabus"",""MEMO"":""1. Probability space. \r\n\r\n2. Combinatorial probability. \r\n\r\n3. Independent random events, conditional probability. \r\n\r\n4. Discrete random variables, their distributions and moments. \r\n\r\n5. Law of large numbers. \r\n\r\n6. Discrete random walk. \r\n\r\n7. Markov chains. \r\n\r\n8. Geometric probability. \r\n\r\n   \r\n""}",,null,Faculty of Mathematics and Physics,2,0,,
Generalised Linear Models,NSTP126,2010,9999,32-KPMS,Cancelled,2,1,HT,C+Ex,6,,Unlimited,en,,"[{""KOD"": ""12436"", ""PRIJMENI"": ""Kulich"", ""JMENO"": ""Michal"", ""TITULPRED"": ""doc. Mgr."", ""TITULZA"": ""Ph.D.""}]","{""TITLE"":""annotation"",""MEMO"":""Generalized linear models. Maximum likelihood theory. Exponential families of distributions. Logistic regression. Poisson regression. Loglinear models. Overdispersion. Quasilikelihood.""}","{""TITLE"":""aim of subject"",""MEMO"":""Understand principles of parameter estimation and hypotheses testing\r\nin a generalized linear model, apply the methods to build models to\r\naddress practical objectives, learn to interpret the results properly.\r\n""}",,,,"{""TITLE"":""syllabus"",""MEMO"":""Generalized linear models. Maximum likelihood theory. Exponential families of distributions. Logistic regression. Poisson regression. Loglinear models. Overdispersion. Quasilikelihood.""}",,null,Faculty of Mathematics and Physics,,,2,2
Finite Population Samples - exercises,NSTP166,2018,9999,32-KPMS,Cancelled,2,1,HT,C,3,,Unlimited,en,Czech,"[{""KOD"": ""11521"", ""PRIJMENI"": ""Omelka"", ""JMENO"": ""Marek"", ""TITULPRED"": ""doc. Ing."", ""TITULZA"": ""Ph.D.""}]","{""TITLE"":""annotation"",""MEMO"":""Exercises to the lecture Finite Population Samples (NSTP027).\r\n""}","{""TITLE"":""aim of subject"",""MEMO"":""See NSTP027\r\n""}",,"{""TITLE"":""literature"",""MEMO"":""See NSTP027.\r\n""}",,"{""TITLE"":""syllabus"",""MEMO"":""See NSTP027. \r\n""}",,null,Faculty of Mathematics and Physics,,,0,2
Selected Topics on Stochastics 2,NSTP173,2014,9999,32-KPMS,Cancelled,2,1,HT,Ex,5,,Unlimited,en,,"[{""KOD"": ""12677"", ""PRIJMENI"": ""\u0160t\u011bp\u00e1n"", ""JMENO"": ""Josef"", ""TITULPRED"": ""prof. RNDr."", ""TITULZA"": ""DrSc.""}, {""KOD"": ""11559"", ""PRIJMENI"": ""Hu\u0161kov\u00e1"", ""JMENO"": ""Marie"", ""TITULPRED"": ""prof. RNDr."", ""TITULZA"": ""DrSc.""}]","{""TITLE"":""annotation"",""MEMO"":""Selected topics from probability and mathematical statistics. The application of functional limit theorems\r\nin mathematical statistics. A course for PhD students.\r\n""}","{""TITLE"":""aim of subject"",""MEMO"":""Selected  advanced  chapters from  probability theory  and mathematical statistics\r\n""}",,,,,,null,Faculty of Mathematics and Physics,,,3,0
Problems of Applied Statistics,NSTP178,2018,9999,32-KPMS,Cancelled,3,1,HT,C,3,,Unlimited,en,Czech,"[{""KOD"": ""11518"", ""PRIJMENI"": ""Hl\u00e1vka"", ""JMENO"": ""Zden\u011bk"", ""TITULPRED"": ""doc. RNDr."", ""TITULZA"": ""Ph.D.""}, {""KOD"": ""11576"", ""PRIJMENI"": ""Hlubinka"", ""JMENO"": ""Daniel"", ""TITULPRED"": ""doc. RNDr."", ""TITULZA"": ""Ph.D.""}, {""KOD"": ""12436"", ""PRIJMENI"": ""Kulich"", ""JMENO"": ""Michal"", ""TITULPRED"": ""doc. Mgr."", ""TITULZA"": ""Ph.D.""}]","{""TITLE"":""annotation"",""MEMO"":""The seminar introduces the participants to common problems arising in real life statistical applications. We will discuss some \r\nless well known statistical methods and present selected recent advances in statistical software and data analysis. The \r\nremaining talks will concern interesting statistical problems encountered by the guests of the seminar in their statistical praxis. \r\n For PhD students.\r\n""}","{""TITLE"":""aim of subject"",""MEMO"":""This seminar concentrates on all problems concerning real life applications of mathematical statistics.\r\n \r\n \r\n""}","{""TITLE"":""terms of passing the course"",""MEMO"":""Requirements for granting the credit (z\u00e1po\u010det): active participation in seminars PASt, or ISCB CR. The nature of the credit does not allow it to be repeated.""}",,,"{""TITLE"":""syllabus"",""MEMO"":""The seminar introduces the participants to common problems arising in real life statistical applications. We will discuss some less well known statistical methods and present selected recent advances in statistical software and data analysis. The remaining talks will concern interesting statistical problems encountered by the guests of the seminar in their statistical praxis.  ""}",,null,Faculty of Mathematics and Physics,0,2,,
Introduction to dependable systems,NSWE002,2018,9999,32-KDSS,Cancelled,1,1,HT,C,1,,Unlimited,en,"Czech, English","[{""KOD"": ""12672"", ""PRIJMENI"": ""T\u016fma"", ""JMENO"": ""Petr"", ""TITULPRED"": ""prof. Ing."", ""TITULZA"": ""Dr.""}]","{""TITLE"":""annotation"",""MEMO"":""The goal of this course is to provide introduction to basic methods and approaches to development of dependable software \r\nsystems to bachelor students. This includes both development methods (e.g., tools for static analysis of source code for \r\ndiscovering functional weaknesses) and modeling and performance benchmarking.\r\n""}",,,"{""TITLE"":""literature"",""MEMO"":""E. M. Clarke, O. Grumberg, D. A. Peled: Model Checking, MIT Press, 1999\r\nC. Szyperski: Component Software: Beyond Object-Oriented Programming, Addison-Wesley, 2002\r\nR. K. Jain: The Art of Computer Systems Performance Analysis: Techniques for Experimental Design, Measurement, Simulation and Modeling, John Wiley & Sons, Inc., 1991\r\n""}",,"{""TITLE"":""syllabus"",""MEMO"":""1. Dependable systems\r\n2. Formal methods\r\n3. Model checking, code analysis\r\n4. Middleware\/Cloud computing\r\n5. Realtime scheduling\r\n6. Performance modeling and benchmarking\r\n7. Metamodeling and model-driven development\r\n""}",,null,Faculty of Mathematics and Physics,1,0,,
Operating Systems,NSWI004,2023,9999,32-KDSS,Not taught,1,1,HT,MC,5,,Unlimited,en,"Czech, English","[{""KOD"": ""12672"", ""PRIJMENI"": ""T\u016fma"", ""JMENO"": ""Petr"", ""TITULPRED"": ""prof. Ing."", ""TITULZA"": ""Dr.""}]","{""TITLE"":""annotation"",""MEMO"":""The course provides information on the operating system architecture and the features of process management, memory management, device drivers, file systems, networking, security. All features are shown on contemporary operating systems, implementation of selected features is practiced while creating an educational operating system.\r\n\r\nNote for combined study programs: the course requires activity during semester.\r\n""}",,"{""TITLE"":""terms of passing the course"",""MEMO"":""The course includes tests and practical assignments, graded on a percentage scale. The grading reflects correctness and for practical assignments additional evaluation criteria (documentation, design, style). Course credit requires getting at least 50 percent points in all graded aspects, the overall grade is determined from the point average (minimum 50 for \""good\"", 70 for \""very good\"", 85 for \""excellent\""). Given that an essential course credit requirement is systematic work during the semester, retakes are not possible.""}","{""TITLE"":""literature"",""MEMO"":""Arpaci-Dusseau et al.: Operating Systems: Three Easy Pieces. http:\/\/www.ostep.org\r\nAnderson et al.: Operating Systems Principles and Practice\r\nSilberschatz et al.: Operating System Concepts\r\nTanenbaum et al.: Modern Operating Systems\r\n\r\nMIPS R4000 Microprocessor User\u2019s Manual\r\nIntel 64 and IA-32 Architectures Software Developer's Manual\r\n""}","{""TITLE"":""requirements for assessment of study"",""MEMO"":"" ""}","{""TITLE"":""syllabus"",""MEMO"":""The roles of an operating system. Operating system architecture. Basic operating system concepts.\r\n\r\nProcess management. Processes and threads, lifecycle. Concurrency, scheduling, context switching. Communication, shared memory, message passing. Synchronization, synchronization problems, deadlock, starvation, types of waiting, synchronization tools.\r\n\r\nMemory management. Virtualization, paging, segmentation, page replacement algorithms. Memory management within a process, code, heap, stack, garbage collection.\r\n\r\nDevices. Device driver architecture, synchronous and asynchronous interfaces. Device drivers for specific devices.\r\n\r\nFile systems. User interface, abstractions, operations. Implementation, principles.\r\n""}",,null,Faculty of Mathematics and Physics,2,2,,
Practical Aspects of Software Engineering,NSWI026,2024,9999,32-KSI,Taught,2,1,HT,C+Ex,5,,Unlimited,en,Czech,"[{""KOD"": ""13027"", ""PRIJMENI"": ""Zavoral"", ""JMENO"": ""Filip"", ""TITULPRED"": ""RNDr."", ""TITULZA"": ""Ph.D.""}]","{""TITLE"":""annotation"",""MEMO"":""Software engineering topics presented by specialists from practice.\r\nOne to two experts during the semester will focus on several topics of software engineering projects on real examples.\r\n""}",,,,,"{""TITLE"":""syllabus"",""MEMO"":""Topics correspond and further expand topics of lecture NSWI041.\r\n- Introduction\r\n- Software process\r\n- Requirements Engineering\r\n- Software architecture\r\n- Proposals, estimation, project history, measurement\r\n- Construction\r\n- Testing\r\n- QA, documentation\r\n- Configuration management\r\n- Maintenance\r\n- Software project management\r\n\r\nDetailed schedule of the lectures and seminars:\r\nhttps:\/\/www.profinit.eu\/univerzity\/predmet\/pokrocile-aspekty-softwaroveho-inzenyrstvi\/\r\n""}",,"[{""KOD"": ""72885"", ""PRIJMENI"": ""Zeman"", ""JMENO"": ""Dalibor"", ""TITULPRED"": ""Mgr."", ""TITULZA"": null}, {""KOD"": ""16560"", ""PRIJMENI"": ""Hlavat\u00fd"", ""JMENO"": ""Martin"", ""TITULPRED"": ""Mgr."", ""TITULZA"": null}, {""KOD"": ""51781"", ""PRIJMENI"": ""Zoubek"", ""JMENO"": ""Bohum\u00edr"", ""TITULPRED"": null, ""TITULZA"": null}]",Faculty of Mathematics and Physics,,,2,2
Principles of Distributed Systems,NSWI035,2021,9999,32-KSI,Taught,1,1,HT,Ex,3,,Unlimited,en,Czech,"[{""KOD"": ""13027"", ""PRIJMENI"": ""Zavoral"", ""JMENO"": ""Filip"", ""TITULPRED"": ""RNDr."", ""TITULZA"": ""Ph.D.""}]","{""TITLE"":""annotation"",""MEMO"":""Distributed systems architectures. Communication, synchronization. Group communication, delivery protocols, \r\nvirtual synchrony. Distributed shared memory, consistency models, page-based distributed shared memory. \r\nProcess migration, load balancing. Replication. Blockchain technology, consensus, Bitcoin, Lightning Network.\r\n""}",,"{""TITLE"":""terms of passing the course"",""MEMO"":""Oral exam.""}",,,"{""TITLE"":""syllabus"",""MEMO"":""Architectures of distributed systems. Communication primitives, distributed synchronization algorithms. Group communication, delivery protocols, virtual synchrony. Distributed consensus, PAXOS, RAFT. Distributed shared memory, consistency models, page-based distributed shared memory. Process migration, load balancing. Replication. Technical principles of cryptocurrencies.\r\n""}",,"[{""KOD"": ""13027"", ""PRIJMENI"": ""Zavoral"", ""JMENO"": ""Filip"", ""TITULPRED"": ""RNDr."", ""TITULZA"": ""Ph.D.""}]",Faculty of Mathematics and Physics,2,0,,
Introduction to Software Engineering,NSWI041,2024,9999,32-KSI,Taught,2,1,HT,C+Ex,5,,Unlimited,en,"Czech, English","[{""KOD"": ""10938"", ""PRIJMENI"": ""Ne\u010dask\u00fd"", ""JMENO"": ""Martin"", ""TITULPRED"": ""doc. Mgr."", ""TITULZA"": ""Ph.D.""}]","{""TITLE"":""annotation"",""MEMO"":""An introductory course presenting a survey of the field of software engineering. It covers all phases from the requirement modeling, through analysis and design, until to the implementation of information systems. As the necessary parts, it includes the conceptual modeling, logical modeling, implementation, and testing.\r\n""}",,"{""TITLE"":""terms of passing the course"",""MEMO"":""Elaborated semestral project and exam.\r\n\r\nThe semestral project is a team project elaborated during the semester on the base of teacher's requirements. Ongoing results of the project are regularly consulted with the teacher and presented to other students in the practicals according to the schedule prescribed by the teacher.\r\n""}",,,"{""TITLE"":""syllabus"",""MEMO"":""1. Introduction to software engineering\r\n2. Software processes\r\n3. Requirements engineering\r\n4. SW system design\r\n5. SW system testing\r\n6. Software process management""}",,"[{""KOD"": ""10938"", ""PRIJMENI"": ""Ne\u010dask\u00fd"", ""JMENO"": ""Martin"", ""TITULPRED"": ""doc. Mgr."", ""TITULZA"": ""Ph.D.""}]",Faculty of Mathematics and Physics,,,2,2
Data Compression Algorithms,NSWI072,2022,9999,32-KSVI,Taught,1,1,HT,Ex,3,,Unlimited,en,"Czech, English","[{""KOD"": ""11845"", ""PRIJMENI"": ""Dvo\u0159\u00e1k"", ""JMENO"": ""Tom\u00e1\u0161"", ""TITULPRED"": ""doc. RNDr."", ""TITULZA"": ""CSc.""}]","{""TITLE"":""annotation"",""MEMO"":""This course surveys techniques used for both lossless and lossy data compression.\r\n   ""}",,"{""TITLE"":""terms of passing the course"",""MEMO"":""The course is concluded with an oral exam. Questions posed in the exam explore the topics included in the syllabus to the extent that these topics are covered in lectures.""}","{""TITLE"":""literature"",""MEMO"":""G. A. Harris, P. D. Johnson, D. R. Hankerson, Introduction to Information Theory and Data Compression, 2nd ed., Chapman & Hall\/CRC, New York, 2019.\r\n\r\nA. Moffat, A. Turpin, Compression and Coding Algorithms, Kluwer Academic Publishers, Boston, 2002.\r\n\r\nD. Salomon, G. Motta, D. Bryant, Handbook of Data Compression, 5th edition, Springer-Verlag, 2010.\r\n\r\nK. Sayood, Introduction to Data Compression, 5th ed., Morgan Kauffmann Publishers, San Francisco, 2017. \r\n""}",,"{""TITLE"":""syllabus"",""MEMO"":""* Lossless data compression\r\n\r\n\u2022   statistical methods: Huffman coding, arithmetic coding, adaptive algorithms, finite context methods\r\n\u2022   information theory and theoretical limits of lossless compression\r\n\u2022   dictionary methods of classes LZ77 and LZ78, application gzip, GIF and PNG standards\r\n\u2022   Burrows-Wheeler transform, application bzip2\r\n\r\n* Lossy data compression\r\n \r\n\u2022   scalar quiantization\r\n\u2022   differential coding, methods DPCM and ADPCM\r\n\u2022   transform conding, JPEG standard\r\n\u2022   subband coding, MP3 standard\r\n\u2022   video compression, MPEG standard""}","{""TITLE"":""entry requirements"",""MEMO"":""Knowledge at the level of the subject Probability and Statistics.\r\n""}","[{""KOD"": ""11845"", ""PRIJMENI"": ""Dvo\u0159\u00e1k"", ""JMENO"": ""Tom\u00e1\u0161"", ""TITULPRED"": ""doc. RNDr."", ""TITULZA"": ""CSc.""}]",Faculty of Mathematics and Physics,2,0,,
Middleware,NSWI080,2022,9999,32-KDSS,Taught,2,1,HT,MC,4,,Unlimited,en,"Czech, English","[{""KOD"": ""12672"", ""PRIJMENI"": ""T\u016fma"", ""JMENO"": ""Petr"", ""TITULPRED"": ""prof. Ing."", ""TITULZA"": ""Dr.""}]","{""TITLE"":""annotation"",""MEMO"":""Middleware refers to technologies used to build modern distributed applications.\r\nThis is a middleware course for advanced students.\r\nIt introduces the role of middleware in modern software architectures,\r\nand then focuses on individual features typically offered by middleware technologies\r\nsuch as remote procedure call, messaging, deployment and others. For each feature,\r\nthe course discusses the general issues involved and introduces the specific\r\ntechnologies used to address the issues.\r\n""}",,"{""TITLE"":""terms of passing the course"",""MEMO"":""The course focuses on solving and discussing assignments, each solution is graded on a scale of 0-10 points based on correctness and additional evaluation criteria (presentation, documentation, design, style). The overall grade is determined from the point average (minimum 5 for \""good\"", 7 for \""very good\"", 9 for \""excellent\""). Given that an essential course credit requirement is systematic work during the semester, retakes are not possible.""}","{""TITLE"":""literature"",""MEMO"":""Specifikace jednotliv\u00fdch technologi\u00ed, nap\u0159\u00edklad:\r\nRMI, JMS, JPA, JTA Specifications, Oracle Technology Network, http:\/\/www.oracle.com\/technetwork\/java\/index.html.\r\nEJB Home, Oracle, http:\/\/www.oracle.com\/technetwork\/java\/javaee\/ejb\/index.html.\r\nCORBA, CCM, DDS Specifications, OMG, http:\/\/www.omg.org.\r\nWebServices SOAP\/WSDL\/UDDI, OASIS, http:\/\/www.oasis-open.org.\r\nOSGi Specification, http:\/\/www.osgi.org\/developer\/specifications.\r\nMPI Specification, MPI Forum, http:\/\/www.mpi-forum.org.\r\nHazelcast Home, http:\/\/www.hazelcast.org.\r\nJGroups Home, http:\/\/www.jgroups.org.\r\n0MQ Home, http:\/\/www.zeromq.org. \r\n""}","{""TITLE"":""requirements for assessment of study"",""MEMO"":"" ""}","{""TITLE"":""syllabus"",""MEMO"":""1. Distributed application architectures (client-server, multi-tier, SOA, ESB, P2P, IoT ...), purpose of middleware\r\n2. Common design patterns and mechanisms (remote procedure call, messaging, distributed shared memory, agents ...)\r\n3. Communication protocols (PGM, AMQP, IIOP, MQTT ...)\r\n4. Messaging technologies (MPI, JMS, ActiveMQ, 0MQ, DDS ...)\r\n5. Remote procedure call technologies (SOAP, CORBA ...)\r\n6. Shared memory technologies (Hazelcast, memcached ...)\r\n7. Technologies for software agents (ProActive, Akka ...)\r\n8. Technologies for software components (OSGi, Fractal ...)\r\n9. Technologies for data storage (JPA, JTA, Fink, Couchbase ...)\r\n10. Other selected examples\r\n\r\nThe list of specific technologies changes to accommodate the current technological development and practical lecture constraints.\r\n""}",,"[{""KOD"": ""93007"", ""PRIJMENI"": ""Pe\u010dim\u00fath"", ""JMENO"": ""Andrej"", ""TITULPRED"": ""Mgr."", ""TITULZA"": null}, {""KOD"": ""12672"", ""PRIJMENI"": ""T\u016fma"", ""JMENO"": ""Petr"", ""TITULPRED"": ""prof. Ing."", ""TITULZA"": ""Dr.""}]",Faculty of Mathematics and Physics,,,2,1
Computer Networks,NSWI090,2024,9999,32-KSI,Taught,2,1,HT,Ex,3,,Unlimited,en,"Czech, English","[{""KOD"": ""24712"", ""PRIJMENI"": ""Svoboda"", ""JMENO"": ""Martin"", ""TITULPRED"": ""RNDr."", ""TITULZA"": ""Ph.D.""}]","{""TITLE"":""annotation"",""MEMO"":""The course introduces basic concepts of telecommunication and computer networks, different types of networks, layer models, networking techniques and standardization.\r\nThe main part of the lecture is dedicated to protocols of TCP\/IP family, addressing and routing in IPv4 and IPv6, reliability and flow control in TCP, security issues, encryption and wireless networks.\r\n""}",,,"{""TITLE"":""literature"",""MEMO"":""- J.Peterka: Po\u010d\u00edta\u010dov\u00e9 s\u00edt\u011b, verze 4.0 (http:\/\/www.earchiv.cz\/l226\/)\r\n- Andrew S. Tanenbaum: Computer Networks, 4th edition (Prentice Hall, 2003, ISBN: 0130661023)\r\n- Douglas E. Comer: Internetworking with TCP\/IP, vol. 1, 3rd ed. (Prentice Hall, 1995, ISBN 0-13-216987-8)\r\n""}",,"{""TITLE"":""syllabus"",""MEMO"":""- Basic concepts of telecommunications and computer networks, best effort principle, Quality-Of-Service.\r\n- Private and public data networks, virtual private networks, intranet, and extranet.                                                                                  \r\n- Layer models, comparison of RM ISO\/OSI and TCP\/IP\r\n- Principle and terminology of internetworking.\r\n- Networking at the level of physical and link layers, repeaters, bridges and switches, VLAN.\r\n- Routing, routers and gateways, IP tunnels.\r\n- Standardization in TCP\/IP, network model TCP\/IP, TCPv4, TCPv6.\r\n- Main objectives of network layer, connection-oriented and connectionless communication, reliable and unreliable connections, fragmentation handling.\r\n- TCP\/IP addressing, IP addresses of version 4P, IPv4 model.   \r\n- ICMP protocol and its relation to IPv4 protocol.\r\n- Link layer, Ethernet addresses, ARP, RARP, DHCP.\r\n- IP addresses of version 6, IPv6 and IPv4 differences.\r\n- Adaptive and non-adaptive routing algorithms, static and dynamic routing, centralized and isolated routing. Direct and indirect forwarding.\r\n- Transport layer, reliability, flow Control, TCP, UDP.                                                                                                                                                   \r\n- Ports and addressing, identification of application connections, convention of well-known ports, registered ports.\r\n- Reliability in TCP, flow control and congestion prevention.\r\n- Wireless networks, 802.11 architecture, authentication, encryption, 802.1x.\r\n""}",,"[{""KOD"": ""24712"", ""PRIJMENI"": ""Svoboda"", ""JMENO"": ""Martin"", ""TITULPRED"": ""RNDr."", ""TITULZA"": ""Ph.D.""}]",Faculty of Mathematics and Physics,,,2,0
