"POVINN","TYP","JAZYK","VPLATIOD","VPLATIDO","MEMO"
NPFL138,S,ENG,"2023","9999","Feedforward deep neural networks
- Basic architectures and activation functions
- Optimization algorithms for training deep models

Regularization of deep models
- Classic regularization using parameter norm penalty
- Dropout
- Label smoothing
- Batch normalization
- Multi-task learning

Convolutional neural networks
- Convolutional and pooling layers
- Architectures suitable for very deep convolutional networks
- State-of-the-art models for image recognition, object localization and image segmentation
- Pre-training and finetuning of deep neural networks

Recurrent neural networks
- Basic recurrent network, specifics of training
- Long short-term memory
- Gated recurrent units
- Bidirectional and deep recurrent networks
- Encoder-decoder sequence-to-sequence architectures

Practical methodology
- Choosing suitable architecture
- Hyperparameter selection

Natural language processing
- Distributed word representations
- Character-level word embeddings
- Transformer architecture
- State-of-the-art POS tagging, named entity recognition, machine translation

Deep generative models
- Variational autoencoders
- Generative adversarial networks
- Diffusion models
- Speech generation

Structured prediction
- CTC loss and its application in state-of-the-art speech recognition
- sequence-to-sequence architecture

Introduction to deep reinforcement learning"
NPFL138,V,CZE,"2023","9999","Je vyžadována základní znalost programování v jazyce Python. Předchozí znalosti neuronových sítí nejsou potřeba, ale je vhodné mít základní zkušenosti se strojovým učením.
"
NPFL138,V,ENG,"2023","9999","Basic programming skills in Python are required. No previous knowledge of artificial neural networks is needed, but basic understanding of machine learning is advantageous.
"
NPFX075,A,CZE,"2019","9999","Cílem předmětu je seznámit studenty se závislostním popisem přirozeného jazyka a využitím principů závislostní gramatiky v morfologicky a syntakticky anotovaných korpusech. Zásadní pozornost je věnována projektu Pražského závislostního korpusu a 
projektu Universal Dependencies – jejich východisky, úrovněmi anotace a způsobem zachycení důležitých jazykových jevů. Důraz je kladen též na anotační schémata a formát dat, na seznámení s používanými nástroji a na praktické zvládnutí práce s 
korpusem. Předmět je určen studentům nejrůznějšího zaměření (informatika, aplikovaná lingvistika).
"
NPFX075,A,ENG,"2019","9999","The goal of the course is to introduce a dependency-based description of natural languages, principles of dependency-based grammar formalisms and their application in morphologically and syntactically annotated corpora. The course will focus on the Prague 
Dependency Treebank project and on the Universal Dependencies project. The emphasis is also placed on annotation schemata and the data format, on familiarization with useful tools and practical work with treebanks. The course is designed for students with 
the computer science background as well as for linguists with some CS experience. 
"
NPFX075,E,CZE,"2019","9999","Předmět je zakončen distančním písemným testem, který obsahuje otázky z témat podle sylabu, s možným (opět distančním) dozkoušením - k úspěšnému absolvování student musí získat alespoň 50% bodů. Získání zápočtu je podmíněno vypracováním všech domácích úkolů (zápočet není nutno získat před písemným testem). Podrobnější požadavky jsou uvedeny na stránkách předmětu http://ufal.mff.cuni.cz/courses/npfl075 
"
NPFX075,E,ENG,"2019","9999","The course finishes with an exam (written remotely), with a possible follow-up discussion (zoom). The questions cover topics from the syllabus, A student has to gain at least 50% of the total score. Students pass the practicals by submitting all assignments. Passing the practicals is not a requirement for going to the exam.
"
NPFX075,S,ENG,"2019","9999","<HTML>
<ol>
<li>Trees as a data structure (dependency trees, phrase-based trees, word order, projectivity)</li>
<li>Dependency and non-dependency relations in natural languages</li>
<li>Family of Prague Dependency Treebanks - introduction and principles; Functional Generative 
Description as their theoretical basis</li>
<li>Universal Dependencies - introduction and principles</li>
<li>Stratificational approach to natural language description:
<ul>
   <li>morphology and its annotation in dependency treebanks</li>
   <li>(surface) syntax and its annotation in dependency treebanks</li>
   <li>(deep) syntax and its annotation in dependency treebanks</li>
</ul>
<li>Annotation of selected deep syntactic phenomena</li>
<li>Annotation schemata, data formats</li>
<li>Tools (TrEd, PML-TQ, Udapi)</li>
</ol>
</html>
"
NPFX079,A,CZE,"2019","9999","Přednáška provádí posluchače současnými postupy a nástroji počítačového zpracování mluvené řeči možňujícími 
budovat systémy pro automatický přepis a rozpoznávání mluvené řeči, hlasové dialogové systémy či hlasovou 
identifikaci mluvčích. Budou popsány principy, příprava a dekódovací algoritmy akustických a jazykových modelů 
(HMM, n-gramové a strukturované jazykové modely, FST, grafové modely, heuristické prohledávání, neuronové 
sítě). 
"
NPFX079,A,ENG,"2019","9999","The course presents recent methodologies and software toolkits for speech recognition. Students will learn how to 
develop systems of automatic speech recognition and transcription, computer dialogue systems and speaker 
identification. The course shows principles, preparation and decoding algorithms of statistical acoustic and 
language models (HMM, n-gram and structured language models, final state transducers, graphical models, 
Viterbi dynamic programming, heuristic hypothesis search strategies, stack decoder, neural networks).
"
NPFX079,E,CZE,"2019","9999","Vypracování tří malých projektů (první dva na společné zadání, třetí jako naprogramování menší řečové aplikace s pomocí dostupných nástrojů nebo naprogramování rozšiřující funkce řečové knihovny) a ústní zkouška z probraných témat předmětu."
NPFX079,E,ENG,"2019","9999","For successful completion of course programming of three small projects necessary (speech library functions and a small speech application) and oral exam.
"
NPFX079,L,CZE,"2019","9999","[JEL] F. Jelinek, Statistical Methods for Speech Recognition, MIT Press, 1998 

[PSU] J. Psutka, L. Müller, J. Matoušek, V. Radová, Mluvíme s počítačem česky, Academia, 2006 

[SPO] X. Huang, A. Acero, H. Hon, Spoken Language Processing, Prentice-Hall, 2001 

[DLA] Dong Yu,Li Deng, Automatic Speech Recognition A Deep Learning Approach, 2015 
"
NPFX079,L,ENG,"2019","9999","[JEL] F. Jelinek, Statistical Methods for Speech Recognition, MIT Press, 1998 

[PSU] J. Psutka, L. Müller, J. Matoušek, V. Radová, Mluvíme s počítačem česky, Academia, 2006 

[SPO] X. Huang, A. Acero, H. Hon, Spoken Language Processing, Prentice-Hall, 2001 

[DLA] Dong Yu,Li Deng, Automatic Speech Recognition A Deep Learning Approach, 2015 

"
NPFX079,P,CZE,"2019","9999","Zkouška probíhá ústní formou a pokrývá v hodinách probraná témata.

Zápočet není nutnou podmínkou k účasti u zkoušky."
NPFX079,P,ENG,"2019","9999","Exam covers presented themes, there is only oral exam.
Finalisation of practical part is not necessary before the exam.
"
NPFX079,S,CZE,"2019","9999","Přehled řečových technologií
- nesamozřejmosti hlasové komunikace,
- hlavní aplikace oboru a jejich architektura, 
- použité teorie a modely,  
- programátorské nástroje a knihovny,
- knihy a časopisy řečových technologií.
 
Modelování akustiky (SPO C8-C9 | JEL C2-C3 | PSU C5.3 | DLA C3+C6, částečně opakování z NPFL038)
- struktura a parametry skrytých Markovových modelů(HMM),
- vyhodnocení skóre promluvy (Viterbi algoritmus),
- trénování parametrů HMM (Baum-Welch a Viterbi algoritmus),
- získání příznaků řeči, ohodnocení akustických příznaků (MFCC, složené gausiány, shlukování parametrů),
- adaptace modelů na mluvčího (MAP, MLLR),
- míra důvěryhodnosti rozpoznávání (confidence measure),
- softwarové nástroje rozpoznávání mluvené řeči (Kaldi).

Modelování jazyka (NPFL067 | JEL C4 | SPO C11 | PSU 5.4)
- metody statistického modelování jazyka,
- n-gramy, vyhlazování modelů (Good-Turing, Katz), adaptační jazykové modely,
- strukturované jazykové modely (PCFG),
- odlišnosti modelování mluveného a psaného jazyka,
- transducery a softwarové nástroje jazykového modelování (Kaldi). 

Základní dekódovací techniky (SPO C12 | JEL C5-C6 | PSU C6)
- prohledávací algoritmy řeči (stavové prostory a heuristiky), 
- kombinace akustiky a jazykového modelu (uni-, bi-, trigramy), 
- časově synchronní prohledávání (Viterbi, prořezávání, lexikální stromy),
- stavově synchronní prohledáván.


Algoritmy rozpoznávání pro rozsáhlé slovníky (SPO C13 | JEL C5-C6 | PSU 6.7.3, 6.7.5, 6.10)
- efektivní manipulace lexikálního stromu,
- seznam N-nejlepších hypotéz a víceprůchodová strategie.

Hlasové dialogové systémy (SPO C17 | PSU C11)  
- charakteristiky spontánních dialogů,
- prosodie a struktura dialogu,
- sémantická representace,
- řízení dialogu, detekce emocí,
- Voice XML.

Identifikace řečníka (PSU C9)
- typy systémů,
- vybrané charakteristiky řeči pro rozpoznávání řečníka,
- základní přístupy.

Přednáška volně navazuje na úvodní seminář NPFL038 a vhodně se doplňuje s přednáškami NPFL067, NPFL068, NPFL123. 
Na cvičení budou představovány a používány softwarové nástroje a knihovny v návaznosti na probíraná témata.
"
NPFX079,S,ENG,"2019","9999","Overview of speech technologies
- wonders of speech recognition,
- main applications and their architectures,
- theories and models overview,
- software toolkits and libraries,
- speech processing books and magazines.

Acoustic Modelling (SPO C8-C9 | JEL C2-C3 | PSU C5.3 | DLA C3+C6, partially repetition of NPFL038)
- definition and parameters of the hidden Markov model (HMM),
- evaluation of an HMM (Forward algorithm),
- training of an HMM (Baum-Welch algorithm),
- extracting features of speech, scoring acoustic features (MFCC, Gaussians mixtures, parameters clustering),
- adaptive techniques (MAP, MLLR),
- confidence measures,
- software toolkits for speech recognition.


Language Modelling (NPFL067 | JEL C4 | SPO C11 | PSU 5.4)
- methods of language modelling,
- n-gram models, smoothing (Good-Turing, Katz), adaptive language models,
- structured language models (PCFG),
- specifics of spoken and writen language modelling,
- transducers and software tools for language modelling.

Basic decoding techniques (SPO C12 | JEL C5-C6 | PSU C6)
- search algorithms (search space and heuristics, A*),
- combining acoustic and language models (uni-, bi-, trigrams),
- time-synchronous search (Viterbi, beam, tree lexicon),
- state-synchronous search.

Large vocabulary search algorithms (SPO C13 | JEL C5-C6 | PSU 6.7.3, 6.7.5, 6.10)
- efficient manipulation of tree lexicon,
- N-best and multipass search strategies.

Automatic dialogue systems (SPO C17 | PSU C11) 
- characteristics of spontaneous dialogues,
- prosody and structure of dialogues,
- semantic representation,
- dialogue management, emotion detection,
- VoiceXML.

Speaker identification (PSU C9)
- identification systems overview,
- selected speech features for speaker identification,
- basic methods.

This course can be preceded by NPFL038 and combined with NPFL067, NPFL068, NPFL123. 
The software tools and libraries will be introduced and trained in the practical part of course.
"
NPGR001,A,CZE,"2019","9999","Předmět seznámí s metodami trojrozměrného (3D) počítačového vidění. Nejdříve ve třech přednáškách shrneme 
potřebné pojmy z digitálního zpracování/analýzy obrazu. Navážeme popisem jedné (intenzitní, RGB) kamery a 
související geometrií. Naučíme se použít dvě a více kamer pro zjišťování hloubky ve scéně a 3D rekonstrukci. 
Přidáme další hloubkové senzorické modality, a to lidary, radary, sonary. Vysvětlíme, jak sdružovat informaci z 
různorodých senzorů. Metody budeme prakticky ilustrovat na úlohách spojených se samořiditelnými auty.
"
NPGR001,A,ENG,"2019","9999","The subject introduces methods of 3D computer vision. First, in three lectures, we summarize the necessary 
concepts of digital image processing / analysis. We follow with the description of one (intensity, RGB) camera and 
related geometry. We will learn how to use two or more cameras to determine the depth in the scene and for 3D 
reconstruction. We will add further depth sensory modalities, namely lidars, radars, sonars. We will explain how to 
combine information from a variety of sensors. We will practically illustrate the methods in the tasks associated 
with self-driving cars.
"
NPGR001,E,CZE,"2019","9999","Zápočet ze cvičení. Ústní zkouška. Čas na přípravu dle potřeby. Jeden řádný a dva opravné termíny. Součástí zkoušky není programování.
"
NPGR001,E,ENG,"2019","9999","Credit from exercises. Oral exam. Preparation time as needed. Programming is not a part of the exam.
"
NPGR003,A,CZE,"2018","9999","Přednáška pokrývá základy 2D i 3D počítačové grafiky: systém lidského vidění, barvy a jejich reprezentace, 
reprodukce barev, půltónování, anti-aliasing, vektorová a rastrová grafika, HDR grafika, základy kódování 
obrazu, reprezentace 3D scén, 3D transformace a projekce, základní zobrazování 3D scén, výpočet viditelnosti, 
stínování, základy OpenGL. Přednáška je doplněna cvičeními v počítačové laboratoři. Cvičení se věnují praktickým 
aspektům předmětu a zadání průběžných zápočtových úkolů.
"
NPGR003,A,ENG,"1348","9999","Basic course of 2D and 3D computer graphics - topics: 2D drawing, filling and clipping, introduction to color science, rendering of color images,
raster image coding and simple compression methods, raster graphic formats, linear 2D and 3D transformations, projections, 3D scene
representation, algorithms for hidden line/surface removal, introduction to OpenGL

Labs: programming in C#.

Computer graphics curicullum continues with Computer Graphics II (PGR004), Real-time Graphics (PGR019)
and Advanced 2D Computer Graphics (PGR007)."
NPGR003,L,CZE,"2022","9999","- P. Shirley, M. Ashikhmin, S. Marschner: Fundamentals of Computer Graphics, 3rd edition, A K Peters, 2009

- Foley, Van Dam, Feiner, Hughes: Computer Graphics, Principles and Practice in C, Addison-Wesley, 1995 

- Žára J., Sochor J., Beneš B. a Felkel P.: Moderní počítačová grafika, 2. vydání, Computer Press, 2004

"
NPGR003,L,ENG,"2022","9999","- P. Shirley, M. Ashikhmin, S. Marschner: Fundamentals of Computer Graphics, 3rd edition, A K Peters, 2009

- Foley, Van Dam, Feiner, Hughes: Computer Graphics, Principles and Practice in C, Addison-Wesley, 1995 

- The ČVUT presentation about Fourier transforms: http://people.ciirc.cvut.cz/~hlavac/TeachPresEn/11ImageProc/12FourierTxEn.pdf"
NPGR003,P,CZE,"2017","9999","Zkouška je písemná a ústní (základ je písemný, jen v případě nejasností nebo těsně
kolem hranice známky je možné, že si zkoušející studenta/studentku povolá ke krátkému
ústnímu vysvětlení).

Zkouší se vše, co bylo předneseno na přednáškách a cvičeních, detaily je možné najít na webu:
http://cgg.mff.cuni.cz/~pepca/lectures/npgr003.current.cz.php
http://cgg.mff.cuni.cz/~pepca/lectures/npgr003.slides.cz.php

Hodnocení (známka) se skládá z bodů za cvičení (50-80 bodů) + bodů za zkoušku (0-100 bodů).
Konkrétní hranice známek lze najít na
http://cgg.mff.cuni.cz/~pepca/lectures/cv/npgr003.cz.php

Před zkouškou je potřeba mít minimálně odeslané úlohy na zápočet (takový počet, aby
z něj šlo získat zápočet).
"
NPGR003,S,CZE,"2022","9999","- Vidění a barvy: lidský zrakový systém, barvy a jejich vnímání, barevné systémy, skládání barev, gamma-korekce, reprodukce barev, tisk, půltónování a rozptylování
 
- Vektorová a rastrová grafika: vektorová a rastrová grafika, vlastnosti rastrových obrázků, průhlednost, HDR grafika, základní grafické formáty, SVG formát, kódování obrazu

- Rasterizace: základy kreslicích algoritmů, vyplňování (scanline algoritmus), anti-aliasing

- Základy 3D grafiky: homogenní souřadnice, transformační matice, základní transformace, konstrukce složitějších transformací, projekce a jejich implementace

- Reprezentace 3D scén: povrchový model, trojúhelnékové sítě, hierarchie (scene graph), objemové reprezentace, CSG a vrhání paprsku

- Základy OpenGL: architektura grafické karty, předávání dat do GPU, souřadné soustavy, kreslená primitiva, viditelnost, textury, shadery, ..

- Základy fotorealistické grafiky: příklady algoritmů na viditelnost, lokální model osvětlení (Phong), spojité stínování, princip rekurzivního sledování paprsku
"
NPGR003,S,ENG,"2022","9999","- 1. graphic hardware: 
vector and raster displays, color palettes, frame-buffers, printers and plotters

- 2. 2D drawing: 
line drawing - DDA algorithm, Bresenham algorithm, circle, ellipse, polygonal curve 

- 3. 2D filling: 
polygon filling - scanline algorithm, flood fill, seed fill, scanline algorithms, hatching 

- 4. clipping: 
line-clipping algorithms, polygon clipping 

- 5. halftoning and dithering: 
patterns and their matrix representations, incremental patterns, ordered dither, cluster dither, random dither, error distribution - Floyd-Steinberg, modifications for more output values and color images 

- 6. colors: 
human color perception, use of color in human-computer interaction, color spaces RGB, HSV, CMY(K), color mixing, RGB<->HSV and RGB->grayscale conversions 

- 7. color reproduction: 
'true-color' devices, colormaps, 3-3-2 colormap, topological colormaps, color quantization - Heckbert's median cut algorithm, special colormap effects, colormap animation 

- 8. 2D raster image representation: 
RLE coding, quadtree - coding and decoding algorithms, 'X-transition list', set operations, raster graphic formats 

- 9. linear transformations: 
homogeneous coordinates, matrix transformation, elementar (atomic) transformations, construction of complex transformations 

- 10. projections: 
parallel projection - orthogonal and oblique projection, perspective projection, implemetation of projections 

- 11. 3D scene representation: 
enumeration - cell model, octree, volume representation - CSG tree (rendering by ray-casting), boundary representations - VEFS model, winged edge 

- 12. hidden surfaces removal: 
floating horizont method, back-face culling, Z-buffer, painter's algorithm, scanline algorithms (Watkins), .. 
"
NPGR005,A,CZE,"1348","9999","Seminář je určen pro vážné zájemce o počítačovou grafiku z řad studentů a
doktorandů oboru Informatika (není samozřejmě podmínkou) i zaměstnanců
fakulty. Cílem je informovat o zajímavých moderních partiích oboru i o
metodách a algoritmech, které jsou ještě ve fázi vývoje. Seminář je
referativní, témata budou záležet na zájmu účastníků. Kromě účastníků
referují na semináři občas i pozvaní externisté.
"
NPGR005,E,ENG,"2022","9999","The conditions to get a credit is regular attendance in the seminars (max 2 missed seminars in a semester), plus a talk given by the student."
NPGR005,L,CZE,"2022","9999","Není.
"
NPGR005,P,ENG,"2022","9999","There is no exam. The credit is given for regular attendance and a presentation in a seminar given by the student."
NPGR005,S,CZE,"2022","9999","Referáty na témata z počítačové grafiky, visualizace a vidění.
"
NPGR005,S,ENG,"2022","9999","Talks on various topics from areas of computer graphics, visualization, and vision.
"
NPGR015,A,CZE,"2003","9999","V předmětu se probírají základy diferenciální geometrie křivek a ploch a jejich aplikace při studiu křivek a ploch počítačové geometrie. Přitom je kladen důraz na geometrický přístup k dané problematice.
"
NPGR015,A,ENG,"2003","9999","The course deals with basic concepts of differential geometry of curves and surfaces and their applications in computer graphics. The geometric approach is emphasized."
NPGR015,L,CZE,"2003","9999","Luďek Granát, Hynek Sechovský: Počítačová grafika, SNTL, Praha 1980 

Ladislav Drs: Plochy ve výpočetní technice, SNTL, Praha 1984 

L. Boček, V. Kubát: Diferenciální geometrie křivek a ploch, skriptum UK v Praze 1983 

David F. Rogers, J. A. Adams: Mathematical Elements for Computer Graphics, McGraw-Hill, 1976, 1990 
"
NPGR015,S,CZE,"2003","9999","* I. Křivky a jejich vlastnosti 
Parametrické vyjádření křivky, oblouk křivky, křivost a torze křivky. Frenetův trojhran.   Aplikace na některé známé křivky. Křivka dána rovnicí f(x,Y) = 0 

* II. Plochy 
Plocha, křivka na ploše, tečná rovina plochy. 

* III. Křivky počítačové geometrie 
Interpolační křivky: Polynomické křivky, Fergusonovy křivky, spline-křivky aj. Aproximační křivky: Beziérovy křivky, B - spline - křivky, Beta - spline - křivky aj. 

* IV. Plochy počítačové geometrie 
Beziérova plocha, B - spline- plocha, Beta - spline plocha, Fergusonova plocha, Coonsovy plochy 
"
NPGR025,A,CZE,"2008","9999","Základy vědy o barvách z pohledu počítačové grafiky. Přednáška podává kompletní přehled oboru zabývajícího se 
vnímáním a reprodukcí barev.
"
NPGR025,A,ENG,"2008","9999","The lecture gives an introduction to colour science from a computer graphics viewpoint. Its goal is to deliver a complete 
overview of the problem domain of colour perception and reproduction.
"
NPGR025,E,ENG,"2018","9999","Evaluation of student knowledge is via a single exam after the course ends. During this exam, several of the questions listed in the ""sample questions for NPGR025"" document will be asked. The grade is the average of the performance on the individual questions."
NPGR025,L,CZE,"2015","9999","Maureen Stone: A Field Guide to Digital Color, AK Peters, ISBN: 1-56881-161-6

Kurt Nassau: The Physics and Chemistry of Color, The Fifteen Causes of Color, John Wiley & Sons, ISBN: 0-471-39106-9

<a href=""http://jersey.uoregon.edu/vlab/elements/Elements.html"">An applet that shows emission/absorption lines for all elements in the periodic table.</a>

<a href=""http://en.wikipedia.org/wiki/File:Illusion_movie.ogg"">The illusion movie shown in the lecture.</a>

<a href=""http://winlab.rutgers.edu/~trappe/Courses/ImageVideoS06/MollonColorScience.pdf"">The colour science history chapter from the Elsevier book.</a>

<i>(apologies that these links are in English - but I figured that it made more sense to include them here as well, than to only place them on the English version of this field)</i>
"
NPGR025,S,CZE,"2008","9999","* 1. historie vědy o barvách
stručný přehled názorů na vnímání barev a jejich vývoj v historii lidstva

* 2. fyzikální základy
přehled fyzikálních jevů, které přispívají ke vnímání barev

* 3. vnímání barev člověkem
jak pracuje lidský zrakový systém

* 4. colorimetrie a barevné prostory
jak může být barva přesně změřena, které barevné prostory se k vyjádření barvy používají

* 5. zařízení na měření barev
které technologie máme k dispozici pro měření barev

* 6. věrné barvy v pracovním procesu
jak dosáhnout konsistentní barevné reprodukce na různých výstupních zařízeních a médiích

* 7. praktické příklady
několik stručných příkladů, jak funguje správa barev v praktických aplikacích (např. Photoshop)
"
NPGR025,S,ENG,"2008","9999","* 1. history of colour science
a brief discussion of how the models of colour perception have evolved over the years

* 2. physics background
a presentation of several common phenomena that are at the root of coloured object appearance

* 3. human perception
how the human visual system works

* 4. colorimetry and colour spaces
how colour can be accurately measured, and arranged in different colour spaces that serve various purposes

* 5. colour measurement devices
which technologies are available to measure colours

* 6. colour safe workflows
how one can achieve consistent colour reproduction on multiple output devices

* 7. practical examples
some short demonstrations of how the colour management functionality in applications like e.g. Photoshop can be used
"
NPGR039,L,CZE,"2022","9999","WILLIAMS, Richard, 2001. The animator's survival kit. London: Faber. ISBN 0571212689.

THOMAS, Frank a Ollie JOHNSTON, 1981. The illusion of life: Disney animation. New York: Disney Editions. ISBN 0786860707.

3ds Max Manual <http://docs.autodesk.com/3DSMAX/15/ENU/3ds-Max-Help/>
"
NPGR039,L,ENG,"2022","9999","WILLIAMS, Richard, 2001. The animator's survival kit. London: Faber. ISBN 0571212689.

THOMAS, Frank a Ollie JOHNSTON, 1981. The illusion of life: Disney animation. New York: Disney Editions. ISBN 0786860707.

3ds Max Manual <http://docs.autodesk.com/3DSMAX/15/ENU/3ds-Max-Help/>
"
NPGR039,S,CZE,"2021","9999","Sylabus kurzu

  * Stručný pohled do historie animace - mainstream.
  * Animace mimo hlavní proud - indie scéna a umělecká tvorba.
  * Úvod do animačních technik.
  * Nástin problematiky produkční pipeline. Rozdíly pipeline dle povahy
    projetku.

  * Základní animační principy (timing and spacing). Stručné seznámení s
    12 principy animace a jejich historickým kontextem.
  * Historický a technologický pohled na 3D CGI animaci, aneb. loutky na
    drogách.

  * Základní seznámení s 3D editorem (Maya) a 3D nástroji.
  * Problematika rigu a práce s rigem. Posing 3D postavy
  * Úvod do kompozice záběru, svícení a renderu scény.


Sylabus semináře (cvičení)

  * Výroba a presentace storyboardu
  * Bouncing ball (hand drawn 2D)
  * Bouncing ball (2D keyframed)

  * Posing postavy (3D)
  * Svícení a render scény (3D)
"
NPGR039,S,ENG,"2021","9999","Sylabus kurzu

  * Brief look into the history of animation
  * Animation out of the mainstream - indie scene and fine arts.
  * Introduction to animation techniques
  * Animation production pipeline and its practical aspects

  * Essential animation principles (timing and spacing). Brief
    introduction to 12 principles of animation and their historical context.
  * Historical and technological look at 3D CGI animation, i.e. puppets
    on drugs.

  * Základní seznámení s 3D editorem (Maya) a 3D animačními nástroji
  * Basic introduction to 3D editor (Maya) and 3D tools.

  * The issue of rig and work with rigs. 3D character posing
  * Introduction to composition of shot, lighting and rendering of the
    scene.


Sylabus semináře (cvičení)

  * Production and pitch of storyboard

  * Bouncing ball (hand drawn 2D)
  * Bouncing ball (2D keyframed)

  * Character posing (3D)
  * Lighting and rendering of the scene (3D)
"
NPOZ011,A,CZE,"1348","9999","Cílem kurzu je naučit absolventy dokonalému vystupování před společností
více lidí i jednání s jednotlivci, předávat jim informace. K tomu je
nezbytné správně a srozumitelně mluvit, řadit slova do vět a věty do
promluv a také se vhodně pohybovat a znát psychologické jevy spojené s
mezilidskou komunikací a komunikativními dovednostmi vůbec.

Vhodné pro budoucí i současné pedagogy a další zájemce.
"
NPOZ011,S,CZE,"1348","9999","1. Technika řeči Dýchání, vznik hlasu, vyladění hlasu na příjemný a nosný tón, artikulace, modulace řeči, výslovnostní normy češtiny, hygiena hlasu. 

2. Základy rétoriky Obsah projevu, otázky: proč, ke komu, kde, jak, jak dlouho, forma projevu, základní zákonitosti a zásady stavby, příprava projevu, argumentace a protiargumentace, psychologické podmínky působnosti veřejných projevů, odborné projevy, řečnické prostředky, figury a obraty, tréma, zlozvyky řečníků. 

3. Mimoslovní výrazové prostředky Mimoslovní složky komunikace, mimika, gestika, kinezika, řeč těla, zvládnutí prostoru. 

4. Psychologické aspekty mezilidské komunikace Proxemika, posturologie, haptika, taktika jednání a dialogu, komunikace mluvčí - posluchač, školní dialog učitel - žák, zpětná vazba, paradoxní způsoby komunikace a ovlivňování osob. 
"
NPRF020,A,CZE,"2019","9999","Základní prvky programovacího prostředí MATLAB a přídavných modulů. Simulace vybraných fyzikálních a 
chemických procesů, zpracování experimentálních dat. Programování v prostředí MATLAB vysvětleno na 
příkladech lineární a nelineární regrese, konvoluce, dekonvoluce, Fourierovy transformace a numerického řešení 
obyčejných parciálních diferenciálních rovnic. Pro 3. bc studia a 1. a 2. nmgr fyzikálních oborů. 
"
NPRF020,A,ENG,"2019","9999","Basic elements of MATLAB program workspace and supplemetary modules. Simulation of selected physical and 
chemical processes, experimental data processing. Programming in MATLAB is explained using examples of 
linear and non-linear regression, convolution, deconvolutin, Fourier transformation and numerical solution of 
partial ordinary differential equations. For 3rd Bc. to 1st and 2nd MS grade of physics' branches.
"
NPRF020,E,CZE,"2017","9999","Získání zápočtu je podmíněno úspěšným složením zápočtové písemky složené z příkladů z odpřednášené látky a odpovídající příkladům ze cvičení. Úspěšné zvládnutí písemky znamená vyřešení (N-1) příkladů z N, kde typicky N=4-6."
NPRF020,E,ENG,"2023","9999","Obtaining credit is conditional on the successful completion of a credit paper consisting of examples from the lectured material and corresponding examples from the exercises. Successfully mastering the paper means solving (N-1) examples out of N, where typically N=4-6.
"
