"STUDY_PROGRAMME_ID","NAME_CS","NAME_EN","FACULTY_ID","P_TYPE","P_FORM","GRADUATE_PROFILE_CS","GRADUATE_PROFILE_EN","JAZYK"
P0533D110023,"Biofyzika, chemická a makromolekulární fyzika","Biophysics, Chemical and Macromolecular Physics","11320",D,E,"Absolvent tohoto doktorského programu je odborník připravený pro samostatnou vědeckou práci v základním i aplikovaném výzkumu v interdisciplinárních oblastech mezi fyzikou, chemií a biologií. Má hluboké znalosti odpovídajících experimentálních i teoretických metod i znalosti v oblastech chemie (biologie) potřebné pro zapojení do vědeckých týmů s chemickým či biologickým zaměřením. Velmi dobře se uplatňuje v oborech biofyzika, biochemie, fyzikální chemie a chemická fyzika, makromolekulární fyzika a chemie, mikrobiologie i v biologických směrech lékařského výzkumu na výzkumných akademických nebo vývojových pracovištích stejně jako vedoucí odborník v laboratořích zaměřených na fyzikálně-chemické či biologicko-fyzikální analýzy.","The graduate from this curriculum is a specialist qualified for an independent basic or applied research work in the interdisciplinary fields at the border on physics, chemistry and biology. He has got deep knowledge of relevant physical experimental and theoretical methods as well as the acquaintance with fundamentals of chemistry (biology) necessary for his integration to research teams with chemical or biological orientation. He is successful in domains of biophysics, biochemistry, physical chemistry and chemical physics, macromolecular physics and chemistry, microbiology or biological directions of medical research at academic and development research institutions, as well as a key specialist in laboratories of physico-chemical or biologico-physical analyses.",CS
P0613D140007,"Informatika - teorie, diskrétní modely a optimalizace","Computer Science - Theory of Computing, Discrete Models and Optimization","11320",D,E,"Cílem studia je získání znalostí a zkušeností z odborné a vědecké práce v širokém spektru diskrétní matematiky a teoretické informatiky: algebraických, geometrických, pravděpodobnostních a strukturálních metod v návaznosti na současné trendy jak teorie, tak i aplikací ve fyzice, biologii a dalších vědách.  
Absolvent oboru je schopen vědecké a odborné práce a řízení výzkumu v těchto oblastech a předpokládá se jeho úspěšné zapojení do mezinárodního výzkumu.

","The graduate will gain deep knowledge and research experience applicable in a wide range of fields in discrete mathematics and theoretical computer science.  They will be able to apply contemporary algebraic, geometric, probabilistic and structural methods both in further developments of the theory and in applications in physics, biology, and other branches of science.
The graduate has knowledge and experience necessary to contribute to research and development on international level and is ready to take a leading role in shaping the trends in these fields.

",CS
N0114A300066,Učitelství matematiky pro střední školy se sdruženým studiem Učitelství francouzského jazyka a literatury pro střední školy,Teacher Education of Mathematics for Upper Secondary Schools with double curriculum study Teacher Education of French Language and Literature for Upper Secondary Schools,"11320",N,D,"Absolvent získal ucelené znalosti a dovednosti z matematiky a její didaktiky, z pedagogiky, psychologie a má praktické zkušenosti s výukou ve škole. Je plně kvalifikován pro práci učitele matematiky.
Absolvent má osvojeny systematické znalosti a dovednosti potřebné pro profesi učitele v oboru francouzský jazyk a literatura.","The graduate acquired comprehensive knowledge and skills in mathematics and its didactics, pedagogy, and psychology and has practical experience in teaching at school. He is fully qualified to work as a mathematics teacher.
The graduate has systematic knowledge and skills needed for a teaching career in French Language and Literature.",CS
B0114A170004,Matematika se zaměřením na vzdělávání se sdruženým studiem Český jazyk a literatura se zaměřením na vzdělávání,Mathematics for Teacher Education with double curriculum study Czech Language and Literature for Teacher Education,"11320",B,D,"Absolvent ovládá základy matematických disciplín souvisejících s výukou matematiky. Při řešení problémů je schopen využít klasické i počítačové metody, má přehled o aplikacích matematiky. Může dále pokračovat v navazujícím magisterském studiu učitelství matematiky, najde uplatnění ve vzdělávacích institucích a tam, kde se matematika využívá v praxi.
Absolvent má vynikající praktické i teoretické znalosti češtiny, disponuje znalostmi principů jazykové akvizice a jazykového vyučování. Má uplatnění jak v oblastech vyžadujících perfektní ovládnutí češtiny jako mateřštiny (nakladatelství, rozhlas, televize), tak i na podpůrných pozicích v rámci vzdělávacího systému (jazykový lektor). ","The graduate has mastered the basics of mathematical disciplines related to the teaching of mathematics. He/she is able to use classical and computer methods; has a view of mathematics applications. He/she can continue in master studies in a mathematics teacher training programme or find employment in educational institutions and where mathematics is used in practice. 
Graduates have excellent practical and theoretical knowledge of Czech, and a grounding in the principles of language acquisition and language teaching. They are qualified for positions which require a perfect command of Czech as a native language (publishing, radio and TV broadcasting), as well as support positions in the education system (language teacher).",CS
P0111D110002,Didaktika fyziky a obecné otázky fyziky,Physics Education and General Problems of Physics,"11320",D,E,"Absolvent má hlubší znalosti z fyziky, didaktiky fyziky a pedagogicko-psychologických disciplín, resp. filozofie či historie fyziky a je připraven k samostatné vědecké práci v různých oblastech didaktiky fyziky nebo filozofie a historie fyziky. Při specializaci na didaktiku fyziky je absolvent schopen řešit problémy související s fyzikálním vzděláváním na základních a středních školách, navrhovat, realizovat a vyhodnocovat výzkum v oblasti vzdělávání ve fyzice. Absolventi se uplatní na katedrách připravujících učitele fyziky pro základní a střední školy, na vědeckých pracovištích, v pedagogických institucích, na řídicích místech v oblasti školství a jako velmi kvalitní učitelé základních, středních a vyšších odborných škol.
","The graduate has deeper knowledge in physics, physics education, pedagogical-psychological disciplines or philosophy and history of physics and is prepared to independent research work in various branches of physics education or philosophy and history of physic. Graduate specialized in physics education is able to solve problems connected with physic education on secondary school level and to plan, conduct and evaluate research in the field of physics education. The graduates will find employment at university departments providing pre-service physics teacher training, in scientific and pedagogical institutions, in management positions in school system and as a highly qualified teacher at junior and senior secondary schools and at colleges.
",CS
N0541A170013,Finanční a pojistná matematika,Financial and Insurance Mathematics,"11320",N,D,"Absolvent studijního programu Finanční a pojistná matematika má hlubší znalosti základních matematických disciplín a speciální znalosti z oblastí pravděpodobnost a matematická statistika, ekonometrie a stochastické procesy, matematické metody ve financích, matematika životního a neživotního pojištění, risk managementu, účetnictví (včetně účetnictví pojišťoven), strojové učení a modelování pomocí moderních softwarových nástrojů. Je schopen modelovat finančních a pojistné produkty a provádět jejich analýzu z hlediska rizika, ziskovosti a jiných charakteristik potřebných pro efektivní finanční řízení. Vzdělání získané absolvováním programu je požadované profesními organizacemi pojistných matematiků v EU. 
","The graduate of study program Financial and Insurance Mathematics has a deep knowledge of basic mathematical disciplines and a special knowledge of probability and mathematical statistics, econometrics and stochastic processes, mathematical methods in finance, life and nonlife insurance, risk management, accounting (including accounting of insurance companies), machine learning and modeling using modern software tools. The graduate is capable to model financial and insurance products and perform their analysis from the point of view of risk, profit and other characteristics which are necessary for effective financial management. The graduates of Financial and Insurance Mathematics have education which is necessary to obtain certificate of competence to execute the actuarial practice in the international context.
",CS
P0533D110019,"Teoretická fyzika, astronomie a astrofyzika","Theoretical Physics, Astronomy and Astrophysics","11320",D,E,"Absolventi oboru mají rozsáhlé znalosti matematiky a teoretické fyziky, resp. astronomie a astrofyziky, hluboké především v oblastech souvisejících s jejich disertační prací. Získali cenné zkušenosti s původní, tvořivou prací. Spektrum jejich specializací je velmi široké. Absolventi nacházejí uplatnění všude ve výzkumu na vysokých školách, v ústavech AV ČR a dalších vědeckých institucích u nás a v zahraničí. Univerzalita vzdělání a znalost počítačových metod jim dávají značnou flexibilitu při řešení konkrétních problémů, takže se osvědčují i v prakticky zaměřených zaměstnáních, při činnostech, které vyžadují logické myšlení a analýzu složitých úloh.
","The graduates in this programme possess extensive knowledge of mathematics and theoretical physics or of astronomy and astrophysics, respectively,  which is deepest in particular in areas related to their Ph.D. thesis. They gained a precious experience with an original, creative research. The spectrum of their specializations is very broad. The graduates find research jobs at universities, institutes of the Czech Academy of Sciences, and other scientific institutions both in the Czech Republic and abroad. The universality of their education and their mastery of computer techniques endow them with a considerable flexibility when solving particular problems so they realize themselves also in ‘practically’ oriented jobs requiring logical thinking and analysis of complex tasks.
",CS
B0613A140006,Informatika se specializací Obecná informatika,Computer Science with specialisation in General Computer Science,"11320",B,D,"Absolvent má důkladné matematické základy, široký přehled různých oblastí informatiky s důrazem na pochopení fundamentálních principů a rozsáhlou škálu praktických programátorských dovedností. Zná různé algoritmy a datové struktury, ovládá programátorské postupy a umí je aplikovat při analýze složitých problémů a jejich řešení realizovat v různých programovacích jazycích. Absolvent je dobře připraven na navazující magisterské studium informatiky na naší fakultě i jinde. Disponuje navíc již po ukončení bakalářského studia dostatečnými znalostmi a dovednostmi pro uplatnění v praxi. Zde může působit na jakékoliv pozici vyžadující logické myšlení nebo může zastávat místo programátora.","The graduate has solid mathematical foundations, broad understanding of different areas of computer science with an emphasis on understanding fundamental principles, and an extensive spectrum of practical programming skills. He/she knows various algorithms and data structures and programming methods and is capable of applying them to analyze complex problems and to write solutions to such problems in various programming languages. A graduate is well prepared for continuing in a master level program at our faculty or elsewhere. Moreover, he/she possesses sufficient knowledge and skills for practical employment at any position requiring logical thinking and programming skills.",CS
B0613A140006,Informatika se specializací Umělá inteligence,Computer Science with specialisation in Artificial Intelligence,"11320",B,D,"Absolvent specializace získal obecný přehled o teoriích, metodách a postupech informatiky včetně znalostí programovacích postupů a konkrétních programovacích jazyků. Absolvent má znalosti matematiky, teoretické informatiky, počítačových a komunikačních systémů, algoritmů a datových struktur, programování, analýzy a zpracování dat a principů umělé inteligence a dále znalosti technik návrhu a analýzy algoritmů s ohledem na výpočetní složitost a praktickou řešitelnost úloh. Absolvent může pracovat v oblastech zabývajících si automatizací procesů, zpracováním velkých dat, zpracováním přirozeného jazyka a robotikou. Připraven je na pokračování v navazujícím magisterského studiu všech informatických oborů.
","The graduate has gained a general understanding of theories, methods, and processes of computer science, including knowledge of programming methods and programming languages. A graduate has knowledge of mathematics, theoretical computer science, computer and communication systems, programming, data analysis and processing, and principles of artificial intelligence, as well as knowledge of techniques for algorithm design and analysis that respect computational complexity and practical solvability of given tasks. A graduate can work in areas of process automation, big data processing, natural language processing, and robotics. He/she is prepared for a study of computer science on a master level.",CS
B0613A140006,"Informatika se specializací Počítačová grafika, vidění a vývoj her","Computer Science with specialisation in Computer Graphics, Vision and Game Development","11320",B,D,"V rámci specializace si student zvolil jedno z možných zaměření fotorealistická grafika, počítačové vidění, vývoj počítačových her. Fotorealistická grafika: Absolvent se uplatní při návrhu a vývoji vizuálních efektů a fotorealistického renderingu v postprodukčních týmech, architektonické vizualizaci, vývoji realistických herních enginů a shaderů. Počítačové vidění: Absolvent se uplatní všude tam, kde se využívá digitální zpracování obrazu a počítačové vidění. Vývoj počítačových her: Absolvent se uplatní při vývoji počítačových her na mnoha úrovních - jako programátor, při návrhu obsahu a logiky hry nebo herní umělé inteligence. ","The graduate has chosen one of the following sub-specializations: photo-realistic graphics, computer vision, computer game development. Photo-realistic graphics: A graduate can work on visual effects design and development, on photo-realistic rendering in post-production teams, on architectural visualizations, and on realistic game engine and shader development. Computer vision: A graduate can work in all those positions where digital image processing and computer vision is used. Computer game development: A graduate can work in the development of computer games on many levels - as a programmer, in the design of game content and logic, or game artificial intelligence.
",CS
B0613A140006,Informatika se specializací Počítačová grafika a vidění,Computer Science with specialisation in Computer Graphics and Vision,"11320",B,D,"V rámci specializace si student zvolil jedno z možných zaměření fotorealistická grafika, počítačové vidění. Fotorealistická grafika: Absolvent se uplatní při návrhu a vývoji vizuálních efektů a fotorealistického renderingu v postprodukčních týmech, architektonické vizualizaci, vývoji realistických herních enginů a shaderů. Počítačové vidění: Absolvent se uplatní všude tam, kde se využívá digitální zpracování obrazu a počítačové vidění.","The graduate has chosen one of the following sub-specializations: photo-realistic graphics, computer vision. Photo-realistic graphics: A graduate can work on visual effects design and development, on photo-realistic rendering in post-production teams, on architectural visualizations, and on realistic game engine and shader development. Computer vision: A graduate can work in all those positions where digital image processing and computer vision is used.
",CS
P0533D110017,Kvantová optika a optoelektronika,Quantum Optics and Optoelectronics,"11320",D,E,"Absolvent programu má hluboké teoretické i experimentální znalosti z kvantové optiky a optoelektroniky. Je připraven provádět samostatně vědecký výzkum, prezentovat získané výsledky na konferencích a v časopiseckých vědeckých článcích. Může se uplatnit jak v základním, tak aplikovaném výzkumu na vysokých školách, výzkumných ústavech i v průmyslu.
","The graduate in this branch of study has a sound theoretical and experimental knowledge of quantum optics and optoelectronics. He/she is able to conduct an independent scientific research and present the obtained results at conferences and in journal publications. The graduates can find employment in both fundamental and applied research at universities, research institutes, and in industry.
",CS
N0541A170015,Matematické modelování ve fyzice a technice,Mathematical Modelling in Physics and Technology,"11320",N,D,"Absolvent získal pokročilé teoretické znalosti o matematických analytických a numerických metodách potřebných pro matematické modelování přírodních jevů, přičemž se zejména jedná o metody pro studium dynamických systémů popsaných obyčejnými nebo parciálními diferenciálními rovnicemi. Příslušné matematické metody dokáže uplatnit při počítačových výpočtech ve vybraných vědních oborech. Absolvent je schopen navrhnout matematické modely pro dané přírodní/technické/společenské jevy, prozkoumat matematické vlastnosti navržených modelů, vybrat odpovídající numerickou metodu pro počítačové zpracování a vyhodnotit možnosti a omezení daných modelů z hlediska jejich využitelnosti při zkoumání odpovídajících praktických otázek.
","The graduate has advanced theoretical knowledge of mathematical analytical and numerical methods applicable in the mathematical modeling of natural phenomena. In particular, he/she knows mathematical methods for the study of dynamical systems described by ordinary or partial differential equations, and he/she knows how to apply the methods in selected scientific disciplines. The graduate is able to design mathematical models for given natural/technical/social phenomena, analyse the basic mathematical properties of the proposed models, select the appropriate numerical method for their computer processing, and evaluate the benefits and limitations of the models in terms of their applicability in answering relevant practical questions.
",CS
P0619D140001,Matematická lingvistika,Computational linguistics,"11320",D,E,"Absolvent programu má široké teoretické i praktické znalosti z oblastí popisu jazykového systému a počítačového zpracování přirozeného jazyka a dovede je uplatnit při návrhu, implementaci a vyhodnocení experimentů v této oblasti.
","The graduate of this study program possesses theoretical knowledge as well as practical experience concerning description of natural languages and applications of natural language processing, and is able to apply them during development, implementation and evaluation of experiments in this field.
",CS
N0688A140018,Informatika - Teoretická informatika,Computer Science - Theoretical Computer Science,"11320",N,D,"Absolvent získal široký přehled v oblastech teoretické informatiky, důkladně rozumí možnostem a limitům výpočetních systémů, rozumí základům kryptografie a počítačové bezpečnosti, zná pokročilé algoritmické techniky a umí je aplikovat na nové problémy. Zároveň má absolvent dovednosti potřebné pro přesné a srozumitelné vyjadřování abstraktních myšlenek a postupů. Absolvent tak nalezne uplatnění při návrhu a analýze komplexních systémů a při vývoji inovativních a transformativních technologií. Studium ho též připravilo pro navazující doktorandské studium teoretické informatiky a příbuzných oborů.","The graduate has a broad overview of theoretical computer science, thoroughly understands the limits and possibilities of computational systems, understands the foundations of cryptography and computer security, knows advanced algorithmic techniques, and is able to apply these techniques to new problems. He also has skills necessary to convey abstract ideas with precision and clarity. The graduate can apply his skills in the design and analysis of complex systems and in the development of innovative solutions and transformative technologies. The graduate is also well prepared for doctoral studies in theoretical computer science and related areas.
",CS
P0613D140007,"Informatika - teorie, diskrétní modely a optimalizace","Computer Science - Theory of Computing, Discrete Models and Optimization","11320",D,D,"Cílem studia je získání znalostí a zkušeností z odborné a vědecké práce v širokém spektru diskrétní matematiky a teoretické informatiky: algebraických, geometrických, pravděpodobnostních a strukturálních metod v návaznosti na současné trendy jak teorie, tak i aplikací ve fyzice, biologii a dalších vědách.  
Absolvent oboru je schopen vědecké a odborné práce a řízení výzkumu v těchto oblastech a předpokládá se jeho úspěšné zapojení do mezinárodního výzkumu.

","The graduate will gain deep knowledge and research experience applicable in a wide range of fields in discrete mathematics and theoretical computer science.  They will be able to apply contemporary algebraic, geometric, probabilistic and structural methods both in further developments of the theory and in applications in physics, biology, and other branches of science.
The graduate has knowledge and experience necessary to contribute to research and development on international level and is ready to take a leading role in shaping the trends in these fields.

",CS
B0114A110001,Fyzika se zaměřením na vzdělávání se sdruženým studiem Informatika se zaměřením na vzdělávání,Physics for Teacher Education with double curriculum study Computer Science for Teacher Education,"11320",B,D,"Absolvent má znalosti základů obecné i teoretické fyziky a matematických metod v nich užívaných. Dokáže tyto znalosti aplikovat a má základní průpravu, jak zpřístupňovat fyzikální poznatky nespecialistům a pracovat s lidmi. Je připraven na studium v navazujícím magisterském studiu, zejména v programu Učitelství fyziky pro střední školy.
Absolvent má přehled o základních metodách a postupech informatiky, rozumí jim a je schopen používat je. Je obeznámen s didaktikou informatiky a má počáteční pedagogické zkušenosti. Je tak všestranně připraven zejména pro navazující magisterské studium učitelství informatiky, ale může nalézt přímé uplatnění i ve sféře IT.","The graduate has a fundamental knowledge of general and theoretical physics and related mathematical methods as well as skills necessary for applying this knowledge, including explaining it to non-specialists and working with people. The graduate is prepared for subsequent master studies, especially in the program Teacher Education of Physics for Upper Secondary Schools.
Graduates are familiar with the fundamentals of computer science, they understand them and they are able to use them. They also have basic knowledge of didactics and elementary pedagogical experience. The acquired skills provide a good background for subsequent master level study as well as sufficient knowledge for immediate employment in any IT area.",CS
B0114A170004,Matematika se zaměřením na vzdělávání se sdruženým studiem Německý jazyk a literatura se zaměřením na vzdělávání,Mathematics for Teacher Education with double curriculum study German Language and Literature for Teacher Education,"11320",B,D,"Absolvent ovládá základy matematických disciplín souvisejících s výukou matematiky. Při řešení problémů je schopen využít klasické i počítačové metody, má přehled o aplikacích matematiky. Může dále pokračovat v navazujícím magisterském studiu učitelství matematiky, najde uplatnění ve vzdělávacích institucích a tam, kde se matematika využívá v praxi.
Absolvent má obecně i oborově učitelské a odborné kompetence nutné pro pokračování v NMgr. studiu učitelství Německého jazyka a literatury a studiu oborovém. Je vybaven pro profese vyžadující výbornou znalost německého jazyka a literatury i kultury včetně lektorských a popularizačních.","The graduate has mastered the basics of mathematical disciplines related to the teaching of mathematics. He/she is able to use classical and computer methods; has a view of mathematics applications. He/she can continue in master studies in a mathematics teacher training programme or find employment in educational institutions and where mathematics is used in practice. 
Graduates are equipped with academic and pedagogical skills required for continuation in the master’s degree course in the teaching of German language and literature, or in related subjects. They are qualified for professions which require an excellent command of the German language, literature and culture, including popularisation and teaching.",CS
B0114A170004,Matematika se zaměřením na vzdělávání se sdruženým studiem Český jazyk a literatura,Mathematics for Teacher Education with double curriculum study Czech Language and Literature,"11320",B,D,"Absolvent ovládá základy matematických disciplín souvisejících s výukou matematiky. Při řešení problémů je schopen využít klasické i počítačové metody, má přehled o aplikacích matematiky. Může dále pokračovat v navazujícím magisterském studiu učitelství matematiky, najde uplatnění ve vzdělávacích institucích a tam, kde se matematika využívá v praxi.
Absolvent je vybaven vědomostmi o současném českém jazyce. Je schopen jazyka kultivovaně užívat a poznatky o něm aplikovat v praxi. Rovněž získal představu o dějinách české literatury a literární teorie a ovládá základní postupy literární vědy v aplikaci (např. redakční práce, média apod.).","The graduate has mastered the basics of mathematical disciplines related to the teaching of mathematics. He/she is able to use classical and computer methods; has a view of mathematics applications. He/she can continue in master studies in a mathematics teacher training programme or find employment in educational institutions and where mathematics is used in practice. 
The graduate has a comprehensive knowledge of the contemporary Czech. He or she is capable of using the language in a sophisticated way, and of practically applying his or her theoretical knowledge. The graduate also has an understanding of the history of Czech literature and literary theory, and of the basic methods of literary studies and their practical application.",CS
B0114A170004,Matematika se zaměřením na vzdělávání se sdruženým studiem Deskriptivní geometrie se zaměřením na vzdělávání,Mathematics for Teacher Education with double curriculum study Descriptive Geometry for Teacher Education,"11320",B,D,"
","
",CS
P0533D110019,"Teoretická fyzika, astronomie a astrofyzika","Theoretical Physics, Astronomy and Astrophysics","11320",D,D,"Absolventi oboru mají rozsáhlé znalosti matematiky a teoretické fyziky, resp. astronomie a astrofyziky, hluboké především v oblastech souvisejících s jejich disertační prací. Získali cenné zkušenosti s původní, tvořivou prací. Spektrum jejich specializací je velmi široké. Absolventi nacházejí uplatnění všude ve výzkumu na vysokých školách, v ústavech AV ČR a dalších vědeckých institucích u nás a v zahraničí. Univerzalita vzdělání a znalost počítačových metod jim dávají značnou flexibilitu při řešení konkrétních problémů, takže se osvědčují i v prakticky zaměřených zaměstnáních, při činnostech, které vyžadují logické myšlení a analýzu složitých úloh.
","The graduates in this programme possess extensive knowledge of mathematics and theoretical physics or of astronomy and astrophysics, respectively,  which is deepest in particular in areas related to their Ph.D. thesis. They gained a precious experience with an original, creative research. The spectrum of their specializations is very broad. The graduates find research jobs at universities, institutes of the Czech Academy of Sciences, and other scientific institutions both in the Czech Republic and abroad. The universality of their education and their mastery of computer techniques endow them with a considerable flexibility when solving particular problems so they realize themselves also in ‘practically’ oriented jobs requiring logical thinking and analysis of complex tasks.
",CS
N0541A170023,"Pravděpodobnost, matematická statistika a ekonometrie","Probability, Mathematical Statistics and Econometrics","11320",N,D,"Absolvent studijního programu Pravděpodobnost, matematická statistika a ekonometrie má pokročilé znalosti v základních oblastech matematiky náhody (teorie pravděpodobnosti, matematická statistika, optimalizace), rozumí jejich vzájemným souvislostem, jakož i souvislostem s dalšími matematickými obory. Je schopen pokročilé teoretické metody aplikovat při řešení konkrétních problémů. Je připravován na vysoce kvalifikovanou práci v různých odvětvích (ekonomika, technika, finanční sféra, přírodní i humanitní vědy) i na doktorské studium.","A graduate of the study program Probability, Mathematical Statistics and Econometrics has advaced knowledge in basic areas of mathematics of chance (probability theory, mathematical statistics, optimization) and understands their mutual connections, including connections to other areas of mathematics. He or she is able to apply advanced theoretical methods to solving particular problems. He or she is prepared for a highly qualified work as a specialist in diverse areas (economics, technics, finance, science and humanities) and also for a PhD study as well.",CS
N0688A140013,Informatika - Jazykové technologie a počítačová lingvistika,Computer Science - Language Technologies and Computational Linguistics,"11320",N,D,"Absolvent má dobrou znalost matematicko-informatických základů počítačového zpracování přirozeného jazyka, teoretických základů formálního popisu jazyka i metod strojového učení. Získané znalosti je schopen uplatnit v návrhu a realizaci systémů pro zpracování přirozených jazyků a systémů pro práci s rozsáhlými kolekcemi nestrukturovaných i strukturovaných dat (např. vyhledávání informací, strojový překlad, sumarizace, zpracování řeči). Absolvent je vybaven potřebnými znalostmi a praktickými dovednostmi (programování, práce v týmu), které najdou uplatnění ve všech oblastech zabývajících se aplikacemi v oblasti komunikace člověk-počítač. Má též matematické, statistické a informatické znalosti pro práci v oblasti  informačních a komunikačních technologií obecně. 
","The graduate is familiar with mathematical and algorithmic foundations of automatic natural language processing, with theoretical foundations of formal description of natural languages, as well as with state-of-the-art machine learning techniques. Graduates have the ability to apply the knowledge acquired during their studies in the design and development of systems automatically processing natural language and large quantities of both structured and unstructured data, such as information retrieval, question answering, summarization and information extraction, machine translation and speech processing. They are equipped with good knowledge, skills, and experience in software development and teamwork applicable in all areas involving the development of applications aiding human-computer interaction and/or machine learning.",CS
B0613A140006,Informatika se specializací Programování a vývoj software,Computer Science with specialisation in Programming and Software Development,"11320",B,D,"Absolvent studia je specialistou v oblasti analýzy, návrhu a všech fází vývoje software. Bude platným a ceněným členem jak malých vývojových týmů, tak i velkých mezinárodních společností. Má hluboké znalosti softwarových, hardwarových a síťových architektur a technologií a dokáže je aplikovat v rozsáhlých systémech. Absolvent má dobrý přehled o zásadních teoriích, metodách a postupech informatiky a matematiky a jejich aplikacích, je schopen rychle vstřebávat nové poznatky a technologie. To mu poskytuje výborné předpoklady pro absolvování navazujícího magisterského studia informatiky.","The graduate is a specialist in software analysis, design, and all phases of its development. He/she will become a valuable member of software development teams, both small teams and large international teams. He/she has deep knowledge of software, hardware, and network architectures and technologies and is capable of applying it to complex systems. A graduate has a good understanding of principal theories, methods, and processes in computer science and mathematics and its applications. He/she is able to rapidly digest new findings and technologies. All of this gives him/her an excellent qualification for a successful study of computer science on a master level.",CS
B0613A140006,Informatika se specializací Systémové programování,Computer Science with specialisation in Systems Programming,"11320",B,D,"Absolvent má dobré povědomí o fungování hardware, operačních systémů a moderních softwarových platforem. Orientuje se v problematice distribuovaných a paralelních systémů a je schopen efektivně pracovat v prostředí rychlého rozvoje nových technologií. Navrhuje a implementuje algoritmická řešení problémů a zohledňuje vliv velikosti problému na efektivitu řešení a nároky na výpočetní prostředky. Má hlubší znalost moderních programovacích jazyků a při návrhu a vývoji softwarových systémů používá moderní nástroje a postupy. V neposlední řadě rovněž disponuje znalostmi potřebnými pro úspěšné pokračování v navazujícím magisterském studiu informatiky.","The graduate has a good understanding of how hardware, operating systems, and modern software platforms function. He/she is well oriented in distributed and parallel systems, and is capable of an efficient work in the environment of rapidly developing new technologies. He/she designs and implements algorithmic solutions of problems while considering the impact of the problem size on the efficiency of the solution and the demands on computational resources. He/she has deep knowledge of modern programming languages and uses modern tools and methods when designing and developing software systems. Last but not least, he/she possesses knowledge needed for a successful study of computer science on a master level.",CS
B0613A140006,Informatika se specializací Počítačová grafika a vidění,Computer Science with specialisation in Computer Graphics and Vision,"11320",B,D,"V rámci specializace si student zvolil jedno z možných zaměření fotorealistická grafika, počítačové vidění. Fotorealistická grafika: Absolvent se uplatní při návrhu a vývoji vizuálních efektů a fotorealistického renderingu v postprodukčních týmech, architektonické vizualizaci, vývoji realistických herních enginů a shaderů. Počítačové vidění: Absolvent se uplatní všude tam, kde se využívá digitální zpracování obrazu a počítačové vidění.","The graduate has chosen one of the following sub-specializations: photo-realistic graphics, computer vision. Photo-realistic graphics: A graduate can work on visual effects design and development, on photo-realistic rendering in post-production teams, on architectural visualizations, and on realistic game engine and shader development. Computer vision: A graduate can work in all those positions where digital image processing and computer vision is used.
",CS
N0541A170022,Numerická a výpočtová matematika,Computational Mathematics,"11320",N,D,"Absolvent programu Numerická a výpočtová matematika má vědomosti v základních oblastech numerické matematiky a výpočetních metod i teorie parciálních diferenciálních rovnic a umí je aplikovat k numerickému řešení úloh praxe, včetně efektivní implementace na počítačích. Pro zadanou úlohu umí navrhnout či vybrat vhodnou numerickou metodu, provést její numerickou analýzu, implementovat počítačovou realizaci včetně analýzy výpočetní chyby a posoudit, nakolik se výsledky numerických výpočtů blíží realitě. Má dostatečnou kvalifikaci jak k doktorskému studiu na domácích či zahraničních vysokých školách, tak pro uplatnění v praxi, zejména v průmyslu, základním a aplikovaném výzkumu či veřejné správě.
","The graduate of the master's programme Computational Mathematics has obtained a knowledge in basic fields of numerical mathematics and computational techniques as well as of the theory of partial differential equations and he/she is able to apply them to the numerical solution of problems in applications, including an efficient computer implementation. For a given problem, he/she is able to design or choose a suitable numerical method, carry out its numerical analysis, implement the computer realization including the analysis of computational error and assess how much the computational results approach the reality. He/she has a sufficient qualification for both a doctoral study at a Czech or foreign university and a career in the practice, in particular, in industry, basic and applied research or in public administration.

",CS
N0613A140016,Informatika - Softwarové systémy,Computer Science - Software Systems,"11320",N,D,"Absolvent má dobré programátorské schopnosti v oblasti zvoleného zaměření - Systémové programování se zaměřením na operační systémy a systémové technologie (middleware, virtual machines), Spolehlivé systémy pro metody konstrukce systémů s vysokou spolehlivostí, nebo Výkonné systémy pro vývoj software na moderních paralelních a distribuovaných systémech. Absolvent si osvojil teoretický základ i dovednosti k řešení praktických programátorských úloh, dokáže používat moderní programovací jazyky a nástroje. Dobře se orientuje v prostředí neustále se vyvíjejících technologií a dokáže je aplikovat v prostředí týmových projektů. Je schopen samostatně a systematicky přistupovat k zadání problémů a nacházet řešení i mimo klasické modelové úlohy.
","The graduate possesses robust programming skills in the given focus domain: System Programming for modern operating systems and system-related technologies (middleware, virtual machines), Dependable Systems for dealing with the systematic construction of systems with guaranteed reliability, and High Performance Computing for software development on modern parallel and distributed systems. The graduate has absorbed both the necessary theoretical foundations and the skills required for solving practical programming tasks. He can use modern programming languages and tools. He can adapt to the fast-moving technologies of today and use these technologies in team software projects. He can solve problems individually and systematically, and apply deep system knowledge in delivering outside-the-box solutions.
",CS
