"POVINN","PNAZEV","PANAZEV","VPLATIOD","VPLATIDO","PFAKULTA","PGARANT","PVYUCOVAN","VSEMZAC","VSEMPOC","PVYJAZYK","VROZSAHPR1","VROZSAHCV1","VROZSAHPR2","VROZSAHCV2","VRVCEM","VTYP","VEBODY","VUCIT1","VUCIT2","VUCIT3","PPOCMIN","PPOCMAX"
NMMO402,Termodynamika a mechanika nenewtonovských tekutin,Thermodynamics and Mechanics of Non-Newtonian Fluids,"2022","9999","11320","32-MUUK",V,"2","1",ENG,"2","1",,,HT,*,5,"12850",,,,
NMNV503,Numerické metody optimalizace 1,Numerical Optimization Methods 1,"2020","2020","11320","32-KNM",N,"1","1",CZE,"3","1",,,HT,*,6,"13003",,,,
NMNV503,Numerické metody optimalizace 1,Numerical Optimization Methods 1,"2021","2022","11320","32-KNM",V,"1","1",CZE,"3","1",,,HT,*,6,"13003",,,,
NMNV503,Numerické metody optimalizace 1,Numerical Optimization Methods 1,"2023","9999","11320","32-KNM",V,"1","1",CZE,"3","1",,,HT,*,6,"13003",,,,
NMNV536,Numerické řešení evolučních rovnic,Numerical Solution of Evolutionary Equations,"2019","2020","11320","32-KNM",V,"2","1",CZE,"2","0",,,HT,K,3,"13003",,,,
NMNV536,Numerické řešení evolučních rovnic,Numerical Solution of Evolutionary Equations,"2021","9999","11320","32-KNM",N,"2","1",CZE,"2","0",,,HT,K,3,"13003",,,,
NMOD031,Náhodná pole 2,Random Fields 2,"2011","9999","11320","32-KMA",Z,"2","1",,"0","2",,,HT,Z,3,,,,,
NMSA170,Pravděpodobnostní a statistické problémy,Probabilistic and statistical problems,"2019","2021","11320","32-KPMS",V,"2","1",CZE,"0","2",,,HT,Z,2,"13759","12178",,,
NMSA170,Pravděpodobnostní a statistické problémy,Probabilistic and statistical problems,"2022","2022","11320","32-KPMS",V,"2","1",CZE,"0","2",,,HT,Z,2,"13759","12178",,,
NMSA170,Pravděpodobnostní a statistické problémy,Probabilistic and statistical problems,"2023","2023","11320","32-KPMS",V,"2","1",CZE,"0","2",,,HT,Z,2,"13759","12178",,,
NMSA170,Pravděpodobnostní a statistické problémy,Probabilistic and statistical problems,"2024","9999","11320","32-KPMS",V,"2","1",CZE,"0","2",,,HT,Z,2,"12178",,,,
NMSA331,Matematická statistika 1,Mathematical Statistics 1,"2020","2020","11320","32-KPMS",V,"1","1",CZE,"4","2",,,HT,*,8,"11521",,,,
NMSA331,Matematická statistika 1,Mathematical Statistics 1,"2021","2021","11320","32-KPMS",V,"1","1",CZE,"4","2",,,HT,*,8,"11521",,,,
NMSA331,Matematická statistika 1,Mathematical Statistics 1,"2022","2022","11320","32-KPMS",V,"1","1",CZE,"4","2",,,HT,*,8,"12631","11521",,,
NMSA331,Matematická statistika 1,Mathematical Statistics 1,"2023","2023","11320","32-KPMS",V,"1","1",CZE,"4","2",,,HT,*,8,"12631","11521",,,
NMSA331,Matematická statistika 1,Mathematical Statistics 1,"2024","9999","11320","32-KPMS",V,"1","1",CZE,"4","2",,,HT,*,8,"12631",,,,
NMSA601,Oborový seminář z pravděpodobnosti a matematické statistiky,Specialized seminar in probability and mathematical statistics,"2020","2020","11320","32-KPMS",V,"3","1",ENG,"0","2",,,HT,Z,2,"11222","10935",,,
NMSA601,Oborový seminář z pravděpodobnosti a matematické statistiky,Specialized seminar in probability and mathematical statistics,"2021","2021","11320","32-KPMS",V,"3","1",CZE,"0","2",,,HT,Z,2,"11222","10935",,,
NMSA601,Oborový seminář z pravděpodobnosti a matematické statistiky,Specialized seminar in probability and mathematical statistics,"2022","2023","11320","32-KPMS",V,"3","1",CZE,"0","2",,,HT,Z,2,"11222","10935","68435",,
NMSA601,Oborový seminář z pravděpodobnosti a matematické statistiky,Specialized seminar in probability and mathematical statistics,"2024","9999","11320","32-KPMS",V,"3","1",CZE,"0","2",,,HT,Z,2,"11576","10935",,,
NMSA697,Speciální přednáška pro doktorandy,Special lecture for doctoral students,"2017","2020","11320","32-KPMS",V,"1","1",ENG,"2","0",,,HT,K,3,"11614",,,,
NMSA697,Speciální přednáška pro doktorandy,Special lecture for doctoral students,"2021","9999","11320","32-KPMS",N,"1","1",ENG,"2","0",,,HT,K,3,"11614",,,,
NMST442,Maticové výpočty ve statistice,Matrix Computations in Statistics,"2020","2020","11320","32-KNM",N,"2","1",CZE,"2","2",,,HT,*,5,"17847",,,,
NMST442,Maticové výpočty ve statistice,Matrix Computations in Statistics,"2021","2021","11320","32-KNM",V,"2","1",CZE,"2","2",,,HT,*,5,"17847",,,,
NMST442,Maticové výpočty ve statistice,Matrix Computations in Statistics,"2022","2022","11320","32-KNM",N,"2","1",CZE,"2","2",,,HT,*,5,"17847",,,,
NMST442,Maticové výpočty ve statistice,Matrix Computations in Statistics,"2023","2023","11320","32-KNM",V,"2","1",CZE,"2","2",,,HT,*,5,"17847",,,,
NMST442,Maticové výpočty ve statistice,Matrix Computations in Statistics,"2024","9999","11320","32-KNM",N,"2","1",CZE,"2","2",,,HT,*,5,"17847",,,,
NMST551,Statistický projektový seminář,Statistical Project Seminar,"2022","2022","11320","32-KPMS",V,"1","1",CZE,"0","2",,,HT,Z,5,"11927","12631",,,
NMST551,Statistický projektový seminář,Statistical Project Seminar,"2023","2023","11320","32-KPMS",V,"1","1",CZE,"0","2",,,HT,Z,5,"11927","12631",,,
NMST551,Statistický projektový seminář,Statistical Project Seminar,"2024","9999","11320","32-KPMS",V,"1","1",CZE,"0","2",,,HT,Z,5,"12631","11927",,,
NMST551,Statistický projektový seminář,Statistical Workshop,"2020","2020","11320","32-KPMS",V,"1","1",CZE,"0","2",,,HT,Z,5,"11927",,,,
NMST551,Statistický projektový seminář,Statistical Workshop,"2021","2021","11320","32-KPMS",V,"1","1",CZE,"0","2",,,HT,Z,5,"11927",,,,
NMTD410,Pedagogická praxe z deskriptivní geometrie II,Descriptive Geometry Teaching Practice II,"2020","2020","11320","32-KDM",V,"2","1",CZE,"0","2",,,TS,Z,5,"16457",,,,
NMTD410,Pedagogická praxe z deskriptivní geometrie II,Descriptive Geometry Teaching Practice II,"2021","9999","11320","32-KDM",V,"2","1",CZE,"0","2",,,TS,Z,5,"16457",,,,
NMTM103,Lineární algebra I,Linear algebra I,"2019","2020","11320","32-KDM",V,"1","1",CZE,"2","2",,,HT,*,4,"20791","12947",,,
NMTM103,Lineární algebra I,Linear algebra I,"2021","9999","11320","32-KDM",V,"1","1",CZE,"2","2",,,HT,*,4,"20791","12947",,,
NMTP567,Vybrané partie ze stochastické analýzy,Selected Topics on Stochastic Analysis,"2018","2023","11320","32-KPMS",V,"1","1",CZE,"2","0",,,HT,K,3,"11741",,,,
NMTP567,Vybrané partie ze stochastické analýzy,Selected Topics on Stochastic Analysis,"2024","9999","11320","32-KPMS",V,"2","1",CZE,"2","0",,,HT,K,3,"11741",,,,
NMUG102,Deskriptivní geometrie II,Descriptive geometry II,"2019","9999","11320","32-KDM",N,"2","1",CZE,"2","2",,,HT,*,5,"20791",,,,
NMUG303,Projektivní geometrie II,Projective geometry II,"2018","2020","11320","32-KDM",V,"1","1",CZE,"2","2",,,HT,*,5,"11494",,,,
NMUG303,Projektivní geometrie II,Projective geometry II,"2021","9999","11320","32-KDM",N,"1","1",CZE,"2","2",,,HT,*,5,"11494",,,,
NMUG404,Vybrané kapitoly z diferenciální geometrie,Selected topics in differential geometry,"2016","2020","11320","32-KDM",V,"2","1",CZE,"2","2",,,HT,*,5,"11664",,,,
NMUG404,Vybrané kapitoly z diferenciální geometrie,Selected topics in differential geometry,"2021","2023","11320","32-KDM",V,"2","1",CZE,"2","2",,,HT,*,5,"11664",,,,
NMUG404,Vybrané kapitoly z diferenciální geometrie,Selected topics in differential geometry,"2024","2024","11320","32-KDM",Z,"2","1",CZE,"2","2",,,HT,*,5,"11664",,,,
NMUG404,Vybrané kapitoly z diferenciální geometrie,Selected topics in differential geometry,"2025","9999","11320","32-KDM",Z,"2","1",CZE,"2","2",,,HT,*,5,"11664",,,,
NMUM104,Lineární algebra II,Linear algebra II,"2019","2022","11320","32-KDM",N,"2","1",CZE,"2","2",,,HT,*,5,"12947","20791",,,
NMUM104,Lineární algebra II,Linear algebra II,"2023","9999","11320","32-KDM",Z,"2","1",CZE,"2","2",,,HT,*,5,"12947","20791",,,
NMUM206,Základy aritmetiky a algebry II,Introduction to Arithmetics and Algebra II,"2020","2020","11320","32-KDM",N,"2","1",CZE,"1","1",,,HT,Q,2,"17787",,,,
NMUM206,Základy aritmetiky a algebry II,Introduction to Arithmetics and Algebra II,"2021","2022","11320","32-KDM",N,"2","1",CZE,"1","1",,,HT,Q,2,"17787",,,,
NMUM206,Základy aritmetiky a algebry II,Introduction to Arithmetics and Algebra II,"2023","9999","11320","32-KDM",Z,"2","1",CZE,"1","1",,,HT,Q,2,"17787",,,,
NNUM014,Seminář numerické matematiky,Seminar on Numerical Mathematics,"2018","9999","11320","32-KNM",Z,"3","1",ENG,"0","2",,,HT,Z,3,"11836","12408",,,
NNUM045,Seminář z diferenciálních rovnic (software),Seminar on Differential Equations (Software),"1348","9999","11320","32-KNM",Z,"1","2",,"0","2","0","2",HT,ZZ,6,,,,,
NOFY010,Proseminář z optiky,Introductory Seminar on Optics,"2020","2020","11320","32-KVOF",V,"1","1",CZE,"0","2",,,HT,Z,3,"12413","11577","11795",,
NOFY010,Proseminář z optiky,Introductory Seminar on Optics,"2021","2023","11320","32-KVOF",V,"1","1",CZE,"0","2",,,HT,Z,2,"12413","11830",,,
NOFY010,Proseminář z optiky,Introductory Seminar on Optics,"2024","9999","11320","32-KVOF",V,"1","1",CZE,"0","2",,,HT,Z,2,"12413","11830",,,
NOFY016,Fyzika pro nefyziky I - Svět kolem nás,Physics for Non-Physicists I - The World around Us,"2020","9999","11320","32-KDF",V,"1","1",CZE,"2","0",,,HT,K,3,"11570",,,,
NOFY022,Optika,Optics,"2020","2020","11320","32-KVOF",V,"1","1",CZE,"3","2",,,HT,*,7,"12413","11830",,,
NOFY022,Optika,Optics,"2021","2021","11320","32-KVOF",V,"1","1",CZE,"3","2",,,HT,*,7,"12413","11830",,,
NOFY022,Optika,Optics,"2022","2022","11320","32-KVOF",V,"1","1",CZE,"3","2",,,HT,*,7,"12413","11830",,,
NOFY022,Optika,Optics,"2023","2023","11320","32-KVOF",V,"1","1",CZE,"3","2",,,HT,*,7,"12413","11830",,,
NOFY022,Optika,Optics,"2024","9999","11320","32-KVOF",V,"1","1",CZE,"3","2",,,HT,*,7,"12413","11830",,,
NOFY033,Klasická elektrodynamika,Classical Electrodynamics,"1348","9999","11320","32-KVOF",Z,"2","1",,"2","2",,,HT,*,6,,,,,
NOFY040,Elektronika pro bakaláře,Electronics for Bachelors,"2006","2021","11320","32-KVOF",N,"1","1",,"3","0",,,HT,K,4,"11359",,,,
NOFY040,Elektronika pro bakaláře,Electronics for Bachelors,"2022","9999","11320","32-KVOF",Z,"1","1",CZE,"3","0",,,HT,K,4,"11359",,,,
NOFY042,Základy kvantové teorie,Fundamentals of Quantum Theory,"2020","2020","11320","32-KVOF",V,"1","1",CZE,"4","2",,,HT,*,9,"12621","19204","13368",,
NOFY042,Základy kvantové teorie,Fundamentals of Quantum Theory,"2021","2021","11320","32-KVOF",V,"1","1",CZE,"4","2",,,HT,*,9,"12621","19204","13368",,
NOFY042,Základy kvantové teorie,Fundamentals of Quantum Theory,"2022","9999","11320","32-KVOF",N,"1","1",CZE,"4","2",,,HT,*,9,"12621","19204","13368",,
NOFY087,Práce s počítačem a programování,Work with PC and introduction to programming,"2021","2021","11320","32-KVOF",V,"1","1",CZE,"2","1",,,HT,F,4,"11337","24934",,,
NOFY087,Práce s počítačem a programování,Work with PC and introduction to programming,"2022","2023","11320","32-KVOF",V,"1","1",CZE,"2","1",,,HT,F,4,"11337","24934","12837",,
NOFY087,Práce s počítačem a programování,Work with PC and introduction to programming,"2024","9999","11320","32-KVOF",V,"1","1",CZE,"2","1",,,HT,F,4,"11337","17393","12837",,
NOOE028,Základy kvantové a nelineární optiky II,Introduction to Quantum and Nonlinear Optics II,"2020","2021","11320","32-KCHFO",V,"2","1",CZE,"3","1",,,HT,*,6,"11421","12413",,,
NOOE028,Základy kvantové a nelineární optiky II,Introduction to Quantum and Nonlinear Optics II,"2022","9999","11320","32-KCHFO",V,"2","1",CZE,"3","1",,,HT,*,6,"11421","12413",,,
NOOE061,Nelineární optika polovodičových nanostruktur,Nonlinear Optics of Semiconductor Nanostructures,"2018","2021","11320","32-KCHFO",V,"1","1",CZE,"2","1",,,HT,*,5,"11421",,,,
NOOE061,Nelineární optika polovodičových nanostruktur,Nonlinear Optics of Semiconductor Nanostructures,"2022","9999","11320","32-KCHFO",V,"1","1",CZE,"2","1",,,HT,*,5,"11421",,,,
NOPT008,Algoritmy nelineární optimalizace,Nonlinear Optimisation Algorithms,"2020","2020","11320","32-KAM",V,"2","1",CZE,"2","2",,,HT,*,5,"10945",,,,
NOPT008,Algoritmy nelineární optimalizace,Nonlinear Optimisation Algorithms,"2021","2021","11320","32-KAM",N,"2","1",CZE,"2","2",,,HT,*,5,"10945",,,,
NOPT008,Algoritmy nelineární optimalizace,Nonlinear Optimisation Algorithms,"2022","2022","11320","32-KAM",V,"2","1",CZE,"2","2",,,HT,*,5,"10945",,,,
NOPT008,Algoritmy nelineární optimalizace,Nonlinear Optimisation Algorithms,"2023","2023","11320","32-KAM",N,"2","1",CZE,"2","2",,,HT,*,5,"10945",,,,
NOPT008,Algoritmy nelineární optimalizace,Nonlinear Optimisation Algorithms,"2024","9999","11320","32-KAM",V,"2","1",CZE,"2","2",,,HT,*,5,"10945",,,,
NOPT018,Základy nelineární optimalizace,Fundamentals of Nonlinear Optimization,"2020","2020","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"11291","12426",,,
NOPT018,Základy nelineární optimalizace,Fundamentals of Nonlinear Optimization,"2021","2021","11320","32-KAM",N,"1","1",CZE,"2","2",,,HT,*,5,"11291","12426",,,
NOPT018,Základy nelineární optimalizace,Fundamentals of Nonlinear Optimization,"2022","2022","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"11291","12426",,,
NOPT018,Základy nelineární optimalizace,Fundamentals of Nonlinear Optimization,"2023","2023","11320","32-KAM",N,"1","1",CZE,"2","2",,,HT,*,5,"11291","12426",,,
NOPT018,Základy nelineární optimalizace,Fundamentals of Nonlinear Optimization,"2024","9999","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"11291","12426",,,
NOPT053,Optimalizační seminář,Optimization Seminar,"2016","2021","11320","32-KAM",V,"3","1",CZE,"0","2",,,HT,Z,3,"11291",,,,
NOPT053,Optimalizační seminář,Optimization Seminar,"2022","2022","11320","32-KAM",V,"3","1",CZE,"0","2",,,HT,Z,3,"11291",,,,
NOPT053,Optimalizační seminář,Optimization Seminar,"2023","2023","11320","32-KAM",N,"3","1",CZE,"0","2",,,HT,Z,3,"11291",,,,
NOPT053,Optimalizační seminář,Optimization Seminar,"2024","9999","11320","32-KAM",V,"3","1",CZE,"0","2",,,HT,Z,3,"11291",,,,
NPED024,Psychologie,Psychology,"2018","9999","11320","32-KDF",Z,"1","2",CZE,"2","0","0","2",HT,KZ,6,"11811",,,,
NPFL054,Úvod do strojového učení v systému R,Introduction to Machine Learning with R,"2020","2021","11320","32-UFAL",V,"2","1",CZE,"2","2",,,HT,*,5,"11581","11573",,,
NPFL054,Úvod do strojového učení v systému R,Introduction to Machine Learning with R,"2022","2022","11320","32-UFAL",V,"2","1",CZE,"2","2",,,HT,*,5,"11581","11573",,,
NPFL054,Úvod do strojového učení v systému R,Introduction to Machine Learning with R,"2023","2023","11320","32-UFAL",N,"2","1",CZE,"2","2",,,HT,*,5,"11581","11573",,,
NPFL054,Úvod do strojového učení v systému R,Introduction to Machine Learning with R,"2024","9999","11320","32-UFAL",Z,"2","1",CZE,"2","2",,,HT,*,5,"11581","11573",,,
NPFL075,Závislostní gramatiky a korpusy,Dependency Grammars and Treebanks,"2020","2020","11320","32-UFAL",V,"2","1",CZE,"2","2",,,HT,*,5,"11310","12356","11067",,
NPFL075,Závislostní gramatiky a korpusy,Dependency Grammars and Treebanks,"2021","2021","11320","32-UFAL",N,"2","1",CZE,"2","2",,,HT,*,5,"11310","12356","11067",,
NPFL075,Závislostní gramatiky a korpusy,Dependency Grammars and Treebanks,"2022","2023","11320","32-UFAL",V,"2","1",CZE,"1","1",,,HT,F,3,"12356","11067",,,
NPFL075,Závislostní gramatiky a korpusy,Dependency Grammars and Treebanks,"2024","9999","11320","32-UFAL",N,"2","1",CZE,"1","1",,,HT,F,3,"12356","11067",,,
NPFL081,Praktické základy pravděpodobnosti a statistiky pro komputační lingvistiku,Practical Fundamentals of Probability and Statistics for Computer Linguistics,"2020","2021","11320","32-UFAL",V,"2","1",ENG,"0","2",,,HT,Z,3,"11573",,,,
NPFL081,Praktické základy pravděpodobnosti a statistiky pro komputační lingvistiku,Practical Fundamentals of Probability and Statistics for Computer Linguistics,"2022","9999","11320","32-UFAL",N,"2","1",ENG,"0","2",,,HT,Z,3,"11573",,,,
NPFL099,Statistické dialogové systémy,Statistical Dialogue Systems,"2020","2020","11320","32-UFAL",V,"1","1",CZE,"2","1",,,HT,*,4,"27386",,,,
NPFL099,Statistické dialogové systémy,Statistical Dialogue Systems,"2021","9999","11320","32-UFAL",V,"1","1",ENG,"2","1",,,HT,*,4,"27386",,,,
NPFL112,Analýza dat v R pro studenty humanitních oborů,Data Science in R for Students of Humanities,"2020","2020","11320","32-UFAL",V,"2","1",CZE,"0","2",,,HT,Z,3,"13277",,,,
NPFL112,Analýza dat v R pro studenty humanitních oborů,Data Science in R for Students of Humanities,"2021","2021","11320","32-UFAL",V,"2","1",CZE,"0","2",,,HT,Z,3,"13277",,,,
NPFL112,Analýza dat v R pro studenty humanitních oborů,Data Science in R for Students of Humanities,"2022","2022","11320","32-UFAL",V,"2","1",CZE,"0","2",,,HT,Z,3,"13277",,,,
NPFL112,Analýza dat v R pro studenty humanitních oborů,Data Science in R for Students of Humanities,"2023","2023","11320","32-UFAL",V,"2","1",CZE,"0","2",,,HT,Z,3,"13277",,,,
NPFL112,Analýza dat v R pro studenty humanitních oborů,Data Science in R for Students of Humanities,"2024","9999","11320","32-UFAL",V,"1","1",CZE,"0","2",,,HT,Z,3,"13277",,,,
NPFL114,Hluboké učení,Deep Learning,"2018","2022","11320","32-UFAL",V,"2","1",CZE,"3","2",,,HT,*,7,"10875",,,,
NPFL114,Hluboké učení,Deep Learning,"2023","9999","11320","32-UFAL",N,"2","1",CZE,"3","2",,,HT,*,7,"10875",,,,
NPFL129,Úvod do strojového učení v Pythonu,Introduction to Machine Learning with Python,"2020","2022","11320","32-UFAL",V,"1","1",CZE,"2","2",,,HT,*,5,"10875",,,,
NPFL129,Úvod do strojového učení v Pythonu,Introduction to Machine Learning with Python,"2023","9999","11320","32-UFAL",V,"1","1",CZE,"2","2",,,HT,*,5,"43541",,,,
NPFL138,Hluboké učení,Deep Learning,"2023","9999","11320","32-UFAL",V,"2","1",CZE,"3","4",,,HT,*,8,"10875",,,,
NPGR003,Základy počítačové grafiky,Introduction to Computer Graphics,"2020","2021","11320","32-KSVI",V,"1","1",CZE,"2","2",,,HT,*,5,"16878","11804",,,
NPGR003,Základy počítačové grafiky,Introduction to Computer Graphics,"2022","9999","11320","32-KSVI",V,"1","1",CZE,"2","2",,,HT,*,5,"16878","11804",,,
NPGR038,Základy vývoje počítačových her,Introduction to Computer Game Development,"2020","2020","11320","32-KSVI",V,"2","1",CZE,"2","2",,,HT,*,5,"13860",,,,
NPGR038,Základy vývoje počítačových her,Introduction to Computer Game Development,"2021","2022","11320","32-KSVI",V,"2","1",CZE,"2","2",,,HT,*,5,"40505",,,,
NPGR038,Základy vývoje počítačových her,Introduction to Computer Game Development,"2023","9999","11320","32-KSVI",V,"2","1",CZE,"2","2",,,HT,*,5,"40505",,,,
NPRF024,Základní uživatelské PC programy I,Basic PC User Programmes I,"2018","9999","11320","32-KVOF",V,"1","1",CZE,"0","2",,,HT,Z,3,"12421",,,,
NPRG005,Neprocedurální programování,Non-procedural Programming,"2020","9999","11320","32-KSVI",V,"2","1",CZE,"2","2",,,HT,*,5,"11845","12948",,,
NPRG013,Programování v jazyce Java,Programming in Java Language,"2020","2021","11320","32-KDSS",V,"1","1",CZE,"2","2",,,HT,*,5,"10854",,,,
NPRG013,Programování v jazyce Java,Programming in Java Language,"2022","9999","11320","32-KDSS",V,"1","1",CZE,"2","2",,,HT,*,5,"10854",,,,
NPRG014,Koncepty moderních programovacích jazyků,Concepts of Modern Programming Languages,"2020","9999","11320","32-KDSS",V,"1","1",ENG,"0","3",,,HT,Z,4,"12088",,,,
NPRG021,Pokročilé programování v jazyce Java,Advanced Java Programming,"2020","9999","11320","32-KDSS",V,"2","1",CZE,"2","2",,,HT,*,5,"10854",,,,
NPRG024,Návrhové vzory,Design Patterns,"2019","9999","11320","32-KSI",V,"2","1",CZE,"0","2",,,HT,F,3,"13027",,,,
NPRG030,Programování 1,Programming 1,"2020","2020","11320","32-KSVI",V,"1","1",CZE,"2","2",,,HT,Z,5,"11324","11282",,,
NPRG030,Programování 1,Programming 1,"2021","2021","11320","32-KSVI",V,"1","1",CZE,"2","2",,,HT,Z,5,"11324","11282",,,
NPRG030,Programování 1,Programming 1,"2022","9999","11320","32-KSVI",V,"1","1",CZE,"2","2",,,HT,Z,5,"11324","11282","64406",,
NPRG031,Programování 2,Programming 2,"2020","2021","11320","32-KSVI",V,"2","1",CZE,"2","2",,,HT,*,5,"11324","11282",,,
NPRG031,Programování 2,Programming 2,"2022","9999","11320","32-KSVI",V,"2","1",CZE,"2","2",,,HT,*,5,"11324","11282","64406",,
NPRG035,Programování v jazyce C#,Programming in C# Language,"2020","2021","11320","32-KDSS",V,"1","1",CZE,"2","2",,,HT,*,5,"10732",,,,
NPRG035,Programování v jazyce C#,Programming in C# Language,"2022","9999","11320","32-KDSS",V,"1","1",CZE,"2","2",,,HT,*,5,"10732",,,,
NPRG036,Datové formáty,Data Formats,"2020","2020","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"19441",,,,
NPRG036,Datové formáty,Data Formats,"2021","2021","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"19441",,,,
NPRG036,Datové formáty,Data Formats,"2022","9999","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"19441",,,,
NPRG038,Pokročilé programování v jazyce C#,Advanced C# Programming,"2020","9999","11320","32-KDSS",V,"2","1",CZE,"2","2",,,HT,*,5,"10732",,,,
NPRG041,Programování v C++,Programming in C++,"2020","2020","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"11618","13027",,,
NPRG041,Programování v C++,Programming in C++,"2021","9999","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,5,"11618","13027",,,
NPRG042,Programování v paralelním prostředí,Programming in Parallel Environment,"2020","2022","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,6,"11278",,,,
NPRG042,Programování v paralelním prostředí,Programming in Parallel Environment,"2023","2023","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,F,6,"11278","10963",,,
NPRG042,Programování v paralelním prostředí,Programming in Parallel Environment,"2024","9999","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,F,6,"10963",,,,
NPRG043,Doporučené postupy v programování,Recommended Programming Practices,"2020","9999","11320","32-KDSS",V,"2","1",CZE,"2","2",,,HT,F,5,"12087",,,,
NPRG045,Ročníkový projekt,Individual Software Project,"2019","2021","11320","32-KSI",V,"3","1",CZE,"0","1",,,HT,Z,4,"13027",,,,
NPRG045,Ročníkový projekt,Individual Software Project,"2022","9999","11320","32-KSI",V,"3","1",CZE,"0","1",,,HT,Z,4,"13027",,,,
NPRG051,Pokročilé programování v C++,Advanced C++ Programming,"2020","2021","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"11618","11278","13027",,
NPRG051,Pokročilé programování v C++,Advanced C++ Programming,"2022","2022","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"11618","11278","13027",,
NPRG051,Pokročilé programování v C++,Advanced C++ Programming,"2023","2023","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"11618","11278","13027",,
NPRG051,Pokročilé programování v C++,Advanced C++ Programming,"2024","9999","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,5,"11618","13027",,,
NPRG054,Vývoj vysoce výkonného software,High Performance Software Development,"2019","2022","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,*,6,"11618",,,,
NPRG054,Vývoj vysoce výkonného software,High Performance Software Development,"2023","9999","11320","32-KSI",V,"2","1",CZE,"2","2",,,HT,F,6,"11618",,,,
NPRG056,Programování mobilních zařízení,Mobile Devices Programming,"2020","9999","11320","32-KDSS",V,"1","1",CZE,"0","2",,,HT,Z,3,"11288",,,,
NPRG058,Pokročilé programování v paralelním prostředí,Advanced Programming in Parallel Environment,"2020","2023","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,6,"10963","11278",,,
NPRG058,Pokročilé programování v paralelním prostředí,Advanced Programming in Parallel Environment,"2024","9999","11320","32-KSI",V,"1","1",CZE,"2","2",,,HT,*,6,"10963",,,,
NPRG062,Algoritmizace,Introduction to Algorithms,"2020","2020","11320","32-KSVI",V,"1","1",CZE,"2","1",,,HT,*,4,"11845","11329",,,
NPRG062,Algoritmizace,Introduction to Algorithms,"2021","2021","11320","32-KSVI",V,"1","1",CZE,"2","1",,,HT,*,4,"11845","11329",,,
NPRG062,Algoritmizace,Introduction to Algorithms,"2022","9999","11320","32-KSVI",V,"1","1",CZE,"2","1",,,HT,*,4,"11845","11329","64406",,
NPRG069,Softwarový projekt,Software Project,"2020","2020","11320","32-KSI",V,"3","1",CZE,"0","8",,,HT,Z,12,,,,,
NPRG069,Softwarový projekt,Software Project,"2021","9999","11320","32-KSI",V,"3","1",CZE,"0","8",,,HT,Z,12,"13027","10854",,,
NPRG070,Výzkumný projekt,Research Project,"2020","2020","11320","32-KSI",V,"3","1",CZE,"0","6",,,HT,Z,9,,,,,
NPRG070,Výzkumný projekt,Research Project,"2021","9999","11320","32-KSI",V,"3","1",CZE,"0","6",,,HT,Z,9,"13027","10854",,,
NPRG071,Firemní projekt,Company Project,"2020","2020","11320","32-KSI",V,"3","1",CZE,"0","4",,,HT,Z,6,,,,,
NPRG071,Firemní projekt,Company Project,"2021","9999","11320","32-KSI",V,"3","1",CZE,"0","4",,,HT,Z,6,"13027","10854",,,
NPRG072,Zvýšený rozsah projektu,Increased project scope,"2020","2020","11320","32-KSI",V,"3","1",CZE,"0","2",,,HT,Z,3,,,,,
NPRG072,Zvýšený rozsah projektu,Increased project scope,"2021","2021","11320","32-KSI",V,"3","1",CZE,"0","2",,,HT,Z,3,"13027","10854",,,
NPRG072,Zvýšený rozsah projektu,Increased project scope,"2022","9999","11320","32-KSI",V,"3","1",CZE,"0","2",,,HT,Z,3,"13027","10854",,,
NPRG073,Programování v jazyce Rust,Programming in Rust Language,"2021","2023","11320","32-KDSS",V,"1","1",CZE,"0","1",,,HT,Z,2,"12672",,,,
NPRG073,Programování v jazyce Rust,Programming in Rust Language,"2024","9999","11320","32-KDSS",N,"1","1",CZE,"0","1",,,HT,Z,2,"12672",,,,
NPRG074,Pokročilé programování v jazyce Rust,Advanced programming in Rust,"2021","2023","11320","32-KDSS",V,"2","1",CZE,"0","1",,,HT,Z,2,"12672",,,,
NPRG074,Pokročilé programování v jazyce Rust,Advanced programming in Rust,"2024","9999","11320","32-KDSS",N,"2","1",CZE,"0","1",,,HT,Z,2,"12672",,,,
