"POVINN","TYP","JAZYK","TITLE","MEMO","PRAVO"
NMMA433,A,CZE,anotace,"Úvod do klasické deskriptivní teorie množin. Povinně volitelná přednáška pro magisterský obor matematická 
analýza.
",ALL
NMMA433,A,ENG,annotation,"Introduction to the clasical descriptive set theory. Recommended for master students of mathematical analysis.
",ALL
NMMA433,P,CZE,požadavky ke kontrole studia,"Přednáška je zakončena zkouškou. Zkouška má ústní formu s písemnou přípravou. Studentovi budou zadány otázky, ke kterým si připraví související věty, definice a důkazy.",ALL
NMMA433,S,CZE,sylabus,"1. Polské prostory, Baireův prostor, Cantorovo diskontinuum, Hilbertova krychle, hyperprostor kompaktních množin.
2. Zavedení borelovské hierarchie, základní množinové vztahy v borelovské hierarchii, zachovávání na operace, zavedení analytických a koanalytických množin, Souslinovo schéma, Lusinova oddělovací věta, prostá borelovská zobrazení.
3. Měřitelnost analytických množin, Soleckého věta,  Perfect Set Theorem pro analytické množiny, (ne)regularita koanalytických množin.
4. Zavedení nekonečných her, Banach-Mazurova hra, Choquetova hra, determinovanost her: uzavřené hry, Martinova věta, axiom determinovanosti, hry a regularita, separační hra a věty Hurewiczova typu.

",ALL
NMMA433,S,ENG,syllabus,"1. Polish spaces, the Baire space, the Cantor space, the Hilbert cube, the Hyperspace of Compact Sets.

2. Introduction to Borel hierarchy, basic relations in Borel hierarchy, closure properties, introduction to analytic and coanalytic sets, the Souslin scheme, the Lusin Separation Theorem, Borel injections.

3. Measurability of analytic sets, the Solecky Theorem, the Perfect set theorem for analytic sets, (non)regularity of coanalytic sets.

4. Introduction to infinite games, the Banach-Mazur game, the Choquet game, determinacy of games: closed games, the Martin Theorem, the Axiom of Determinacy, games and regularity, the Separation game and Hurewicz type theorems. ",ALL
NMMA477,A,CZE,anotace,"Základní kurs v harmonické analýze. Fourierova transformace,
maximální a singulární integrály, prostory funkcí, wavelety.
",ALL
NMMA477,A,ENG,annotation,"Basic course in Harmonic analysis. Fourier transform,
maximal and singular integrals, functions spaces, wavelets.
",ALL
NMMA477,S,CZE,sylabus,"
1) L^p prostory, interpolace, Fourierova transformace

2) Harmonické funkce na kruhu, konjugovaná funkce, Hilbertova transformace

3) Maximální a singulární operátory

4) Littlewood-Paleyova věta

5) Prostory funkcí

6) Wavelety
",ALL
NMMA477,S,ENG,syllabus,"1) L^p spaces, interpolation, Fourier transform

2) Harmonic functions on the circle, Harmonic conjugate, Hilbert transform

3) Maximal and singular operators

4) Littlewood-Paley theorem

5) Function spaces

6) Wavelets
",ALL
NMMA582,A,CZE,anotace,"Pokračování přednášky Diferencovatelnost funkcí v Banachových prostorech I.
Budou doplněny důkazy některých vět, které byly vysloveny bez důkazu.


",ALL
NMMA582,A,ENG,annotation,"A continuation of the lecture  Differentiability of functions in Banach spaces I.
Some proofs of theorems stated without a proof will be given.

",ALL
NMMA582,S,CZE,sylabus,"Pokračování přednášky Diferencovatelnost funkcí v Banachových prostorech I.
Budou doplněny důkazy některých vět, které byly vysloveny bez důkazu.




",ALL
NMMA582,S,ENG,syllabus,"A continuation of the lecture  Differentiability of functions in Banach spaces I.
Some proofs of theorems stated without a proof will be given.
",ALL
NMMA801,A,CZE,anotace,"Fourierovská analýza hraje významnou roli v numerické matematice, analýze parciálních
diferenciálních rovnic či v teorii prostorů funkcí. Představíme fourierovské
definice prostorů Besovova a Lizorkin-Trieblova typu, probereme jejich
základní vlastnosti, ekvivalentní definice založené na diferencích a
jejich dekompoziční vlastnosti pomocí atomů a waveletů. Ukážeme aplikace
těchto technik na operátor stop. Přednáška bude pronesena v rámci Erasmus+
staff mobility a uskuteční se v týdnu od 28. 9. do 2. 10. 2015. Přednesena
bude Prof. Winfriedem Sickelem z Jeny v anglickém jazyce.
",ALL
NMMA801,A,ENG,annotation,"Fourier analysis plays an important role in numerics, analysis of partial differential
equations and function spaces. We will introduce the Fourier-analytic
definition of spaces of Besov and Lizorkin-Triebel type, give
their basic properties, equivalent definitions based on differences, and
their decomposition properties in terms of atoms and wavelets.
Applications of these techniques on traces will be considered as well.
The lecture will be part of Erasmus+ staff mobility and will be given in
the week of September 28 till October 2, 2015 by Prof. Winfried Sickel
from Jena, Germany.
",ALL
NMMA801,S,CZE,sylabus,"1. Fourierovská definice prostorů Besovova a Lizorkin-Trieblova typu
2. Základní vlastnosti (úplnost, vnoření, Peetreho maximální operátor)
3. Ekvivalentí normy pomocí diferencí
4. Techniky rozkladu (atomy, wavelety)
5. Aplikace na operátor stop
",ALL
NMMA801,S,ENG,syllabus,"1. Fourier-analytic definition of spaces of Besov and Lizorkin-Triebel type
2. Basic properties (completeness, embeddings, Peetre maximal operator)
3. Equivalent definitions based on differences
4. Decomposition techniques (atoms, wavelets)
5. Applications on the trace problem.
",ALL
NMMB208,A,CZE,anotace,"Cílem přednášky je postupně uvádět posluchače do praktické práce s konečnými tělesy. Konečná tělesa jsou 
předkládána jednak jako užitečný nástroj, jednak jako modelový příklad algebraické struktury, kterou sice lze 
odvodit z intuitivně přístupných operací, ale u které je pro efektivní práci nutný abstraktnější přístup. 

Určeno pro bakalářský obor MMIB.
",ALL
NMMB208,A,ENG,annotation,"The aim of this course is to introduce students to the theory of  finite fields. Finite fields are presented both as a 
useful tool in apllications and and as a model case of an algebraic structure deducible from intuitive operations, 
but demanding a more abstract approach for effective work. A required course for Information Security.

 
",ALL
NMMB208,S,CZE,sylabus,"Počítání modulo polynom. Příklady konečných těles. Cykličnost multiplikativní grupy. Möbiova funkce. Ireducibilni, cyklotomické a primitivní polynomy. Faktorizace polynomů. Základní souvislosti blokových kódů a konečných těles (generující a kontrolní matice, příklady kódů). Kvadratická residua. Perronova věta. Cyklotomická rozšíření. 
",ALL
NMMB208,S,ENG,syllabus,"Modular arithmetics for polynomials. Examples of   finite fields. Multiplicative group of a finite field. Möbius function.   Irreducible, cyclotomic and primitive polynomials. Factorization of   polynomials. Basic relationships between block codes and finite fields (generating   and control matrices, examples of codes). Quadratic residues. Perron Theorem.   Cyclotomic extensions. 

 
",ALL
NMMB208,P,CZE,požadavky ke kontrole studia,"Zkouška má ústní formu. Její požadavky odpovídají obsahu přednesené látky.",ALL
NMMB401,A,CZE,anotace,"Kurz je úvodem do konvolučních kódů. Výkladu kódovačů předchází přehled vlastností konečných automatů. Je 
vyložena algebraická struktura konvolučních kódů, jejich výkon a základní metody dekódování.



",ALL
NMMB401,A,ENG,annotation,"Course is an introduction into convolutional codes. Description of encoders is facilitated by an overview of finite 
automata. The algebraic structure of convolutional codes is explored, as well as its performance and basic 
decoding methods.

",ALL
NMMB401,P,ENG,requirements for assessment of study,"The course is ended by a written exam followed by an oral exam based on the results of the written one. The resulting grade is a combination of both stages.",ALL
NMMB401,S,CZE,sylabus,"1. Základní vlastnosti konečných automatů
-  konečné automaty, regulární výrazy, Kleenova věta.
2. Konvoluční kódy a jejich algebraická struktura
- reprezentace pomocí stavového diagramu a mřížky, vlastnosti 
generujících matic a jejich realizace, minimální kódovače.
3. Výkon konvolučních kódů
- volná vzdálenost kódu, odhady chybovosti.
4. Dekódování
- Viterbiho algoritmus, sekvenční dekódování, iterativní dekódování.

",ALL
NMMB401,S,ENG,syllabus,"  1. Basic properties of finite automata
- finite automata, regular expressions, Kleene's theorem
2. Convolutional codes and their algebraic structure
- representation by transition diagram and trellis, properties of 
generating matrices and their realization, minimal encoders
3. Performance
- free distance of the code, error-probability bounds
4. Decoding
- Viterbi algorithm, sequential decoding, iterative decoding.

",ALL
NMMB433,A,CZE,anotace,"V předmětu je podán stručný přehled geometrických pojmů, nezbytných pro
pochopení základních algoritmů  počítačové grafiky. Tématicky je možné
rozdělit kurz na 3 části: základy analytické geometrie v afinním a
euklidovském prostoru, základy kinematické geometrie a základy
diferenciální geometrie. ",ALL
NMMB433,A,ENG,annotation,"In this course, we will investigate some of the geometry behind computer graphics and needed to generate computer images.  This will involve a brief introduction to several areas in geometry, including analytic geometry in affine and euclidean space, kinematics and differential geometry and how these areas can be used in solving problems arising in geometric modelling.",ALL
NMMB433,S,CZE,sylabus,"1.	Afinni a euklidovský prostor, afinní transformace a jejich speciální případy.
2.	Klasifikace shodností v E(2) a E(3). Analytické vyjádření transformací.
3.	Projektivní rozšíření afinního prostoru, homogenní souřadnice.
4.	Projektivní zobrazení, maticová reprezentace grupy transformací.
5.	Užití maticové reprezentace projektivních zobrazení pro jednosnímkovou fotogrametrii.
6.	Projektivní, afinní a euklidovská rekonstrukce scény.
6.	Základní pojmy kinematické geometrie, referenční soustava pohybu.
7.	Sférický pohyb a způsoby jeho reprezentace.
8.	Invarianty pohybu.
9.	Grupa shodností eukleidovského prostoru jako Lieova grupa.
10.	Kvaterniony - definice a základní vlastnosti, Cayley-Dicksonova konstrukce.
11.	Užití kvaternionu pro vyjádření sférického pohybu.
12.	Aplikace kvaternionu pro animační techniky, Slerping.
13.	Duální kvaterniony, Studyho reprezentace grupy shodností.
",ALL
NMMB433,S,ENG,syllabus,"1.	Definition of affine and Euclidean space, affine system, linear Cartesian coordinates, dependence of vectors
2.	Barycentric coordinates, convex sets, affine combinations and it's application - algorithm de Casteljau
3.	Affine subspaces, parallelism
4.	Affine maps, axonometric images, cavalier and military projection
5.	Euclidean motions and orthogonal projections
6.	Projective space, homogenous coordinates, projective combinations
7.	Projective maps, perspective projection
8.	Reconstruction of the scene - epipolar geometry, fundamental and essential matrix
9.	Conic section and quadrics in projective space
10.	Fundamentals of differential geometry-curve, surface and it's parameterization
11.	Arc length, osculating plane 
12.	Frenet frame, curvature and torsion of the curve
13.	Representation of surface, curve on surface, first and second fundamental form. Gauss curvature
14.	Special surfaces - minimal surfaces, Developable surface
",ALL
NMMB451,A,CZE,anotace,"Na semináři jsou probírána témata podle zájmu účastníků. 
",ALL
NMMB451,A,ENG,annotation,"Various topics depending on interests of participants are discussed. 
",ALL
NMMB451,S,CZE,sylabus,"   
",ALL
NMMB451,S,ENG,syllabus,"  
",ALL
NMMB451,P,CZE,požadavky ke kontrole studia," ",ALL
NMMB453,A,CZE,anotace,"Seminář pro studenty se zájmem o matematickou logiku.
",ALL
NMMB453,A,ENG,annotation,"Seminar for students with an interest in mathematical logic.
",ALL
NMMB453,S,CZE,sylabus,"Studujeme různé oblasti matematické logiky s ohledem na zájmy a znalosti účastníků semináře.
",ALL
NMMB453,S,ENG,syllabus,"We study various parts of mathematical logic relevant to interests and background of its participants.
",ALL
NMMB536,A,CZE,anotace,"Diskrétní optimalizační problémy z mnoha oborů lze popsat v jazyku CSP (problém splnitelnosti omezujících 
podmínek)
nebo vCSP (ohodnocené CSP). Předmět se zaměří na výpočetní složitost optimalizace a aproximace vCSP, 
zejména
vCSP s pevnou šablonou. Podíváme se, které problémy umíme řešit rychle, které ne, a proč.
Předmět nemusí být vyučován každý rok, je vyučován alespoň jednou za dva roky.

",ALL
NMMB536,A,ENG,annotation,"The course may not be taught every academic year, it will be taught at least once every two years.
",ALL
NMMB536,P,CZE,požadavky ke kontrole studia,"Zkouška se uděluje za průběžné řešení problémů během semestru.",ALL
NMMB536,S,CZE,sylabus,"1. Optimalizace a aproximace CSP, vCSP
2.Příklady výpočetních problémů, které lze popsat v jazyku vCSP
3.Lineární relaxace vCSP, použití
4.NP-těžká vCSP
5.Algebraická teorie vCSP - Galoisova korespondence mezi váženými relaxačními a
algebraickými klony
6.Aproximační algoritmy založené na lineárním a semidefinitním programování
7.Neaproximovatelná CSP - PCP věta, UGC (Unique Games Conjecture)
8.Řešení problémů s extrémně velkým vstupem

",ALL
NMMB536,S,ENG,syllabus,"
",ALL
NMMO202,A,CZE,anotace,"Řešení konkrétních fyzikálních úloh pomocí již probraných matematických technik a dostupného programového 
vybavení pro numerické a symbolické výpočty (Mathematica, Matlab, knihovny pro vědecko-technické výpočty v
jazyce Python a případně jiných jazycích).
",ALL
NMNM201,A,CZE,anotace,"Základní kurs numerické matematiky pro bakalářský obor Obecná matematika.
",ALL
NMNM201,A,ENG,annotation,"The first course of numerical analysis for students of General Mathematics. 
",ALL
NMNM201,C,CZE,cíl předmětu,"Seznámit posluchače se základy numerické matematiky ve vztahu k souvisejícícm oblastem matematiky.",ALL
NMNM201,C,ENG,aim of subject,"To give a basic knowledge in numerical mathematics.",ALL
NMNM201,P,CZE,požadavky ke kontrole studia,"Požadavky ke zkoušce:

 - zkouška je písemná, její obsah odpovídá sylabu.
 - studenti dostanou 4 tématické okruhy, z toho 
      (A) 2 z numerických metod pro úlohy lineární algebry 
      (B) 2 z numerických metod pro úlohy matematické analýzy
 - z každého okruhu mohou získat až 10 bodů
 - nutnou podmínkou pro složení zkoušky je zisk alespoň 21 bodů, z toho alespoň 5 bodů z části (A) a 5 bodů z části (B)
 - po písemné části  zkoušky bude studentům nabídnuta známka
 - studenti, kteří nebudou se známkou spokojeni mohou být vyzkoušeni ústně (s přihlédnutím k výsledkům písemné části zkoušky)",ALL
NMNM201,P,ENG,requirements for assessment of study,"Examination according to the syllabus.",ALL
NMNM201,S,CZE,sylabus,"1. Co je numerická matematika, k čemu slouží. Příklady aplikací.

2. Základní pojmy: Citlivost a podmíněnost problému, stabilita algoritmu.

3. Soustavy lineárních algebraických rovnic. Stabilita přímých metod, stacionární iterační metody. 

4. Ortogonální transformace, využití pro výpočet maticových rozkladů.

5. Lineární aproximační úlohy, numerické metody řešení.

6. Částečný problém vlastních čísel: Mocninná, Arnoldiho a Lanczosova metoda.

7. Úplný problém vlastních čísel: Schurova věta, QR algoritmus. 

8. Nelineární algebraické rovnice, Newtonova metoda, metody založené na pevném bodě. 

9. Numerická optimalizace, metody spádových směrů, Newtonova metoda.

10. Ortogonální polynomy.

11. Interpolace funkcí, Lagrangeova interpolace, spline funkce.

12. Numerická kvadratura, Newton-Cotesovy a Gaussovy vzorce.

13. Numerické metody pro řešení obyčejných diferenciálních rovnic, jednokrokové a Runge-Kuttovy metody, vícekrokové metody, stabilita, řád metody.",ALL
NMNM201,S,ENG,syllabus,"1. What is numerical mathematics. Examples of applications. 

2. Problem types and errors (forward, backward, residual). Stability of algorithms.

3. Schur theorem and its consequences.

4. Orthogonal transformations and QR factorization. 

5. Least-squares problems and their solution by SVD and QR factorization.

6. Partial eigenvalue problem. Power method, Arnoldi and Lanczos method.

7. Systems of linear algebraic equations. LU factorization and its stability. Stationary iterative methods. 

8. Nonlinear algebraic equations, Newton's method, fixed point iteration. 

9. Numerical optimization, descent methods, Newton's method.

10. Orthogonal polynomials.

11. Interpolation of functions, Lagrange interpolation, spline functions.

12. Numerical quadrature, Newton-Cotes and Gauss formulas.

13. Numerical methods for ordinary differential equations, single step and Runge-Kutta methods, multistep methods, stability, orders.",ALL
NMNM362,A,CZE,anotace,"Teorie ljapunovské stability, exponenciální stabilita, periodické diferenciální rovnice, bifurkace, atraktory. Volitelný předmět pro bakalářský obor Obecná matematika, zaměření Matematické modelování a numerická analýza.
",ALL
NMNM362,A,ENG,annotation,"Theory of Ljapunov's stability, exponential stability, periodical differential equations, bifurcations, attractors. An elective course for bachelor's program in General Mathematics, specialization Mathematical Modelling and Numerical Analysis.
",ALL
NMNM362,C,CZE,cíl předmětu,"Základy teorie stability.
",ALL
NMNM362,C,ENG,aim of subject,"Fundamentals of the stability theory.
",ALL
NMNM362,S,CZE,sylabus,"Teorie ljapunovské stability, Ljapunovova funkce. Exponenciální stabilita. 
Atraktory, bifurkace. 

Lineární diferenciální rovnice s periodickými koeficienty, Floquetova věta.
",ALL
NMNM362,S,ENG,syllabus,"Theory of Liapunov stability.  Ljapunov´s function. The exponential stability.  
Attractors, bifurcation.  
Linear differential equations with periodic coefficients, Floquets theorem.
",ALL
NMSA170,A,CZE,anotace,"Úvod do diskrétní pravděpodobnosti a řešení zajímavých problémů pomocí jednoduchých pravděpodobnostních a 
statistických metod. Volitelný předmět vhodný pro 1. ročník oborů OM a FM.
",ALL
NMSA170,A,ENG,annotation,"Introduction to discrete probability and solutions of interesting problems by simple probabilistic and statistical 
methods. An elective course for 1st year students of General and Financial Mathematics.
",ALL
NMSA170,C,CZE,cíl předmětu,"Seznámit studenty se základními metodami, které se používají pro popis a studium dějů ovlivňovaných náhodou.
",ALL
NMSA170,C,ENG,aim of subject,"To acquaint students with the basic methods that are used to describe and study processes influenced by chance.
",ALL
NMSA170,S,CZE,sylabus,"1. Náhodný pokus s konečnou množinou výsledků, klasická pravděpodobnost a axiomatická definice.
2. Geometrická pravděpodobnost.
3. Nezávislost náhodných jevů, podmíněná pravděpodobnost, Bayesova věta.
4. Diskrétní náhodná veličina, její rozdělení pravděpodobnosti, střední hodnota, rozptyl.
5. Korelace, kauzalita.
6. Testování hypotéz.
",ALL
NMSA170,S,ENG,syllabus,"1. Random event with finitely many outcomes, classical probability and axiomatic definition.
2. Geometric probability.
3. Independence of random events, conditional probability, Bayes' theorem.
4. Discrete random variable, its distribution, expectation, variance.
5. Correlation, causality.
6. Hypotheses testing.
",ALL
NMST436,A,CZE,anotace,"Základy navrhování experimentů. 
",ALL
NMST436,A,ENG,annotation,"Most basic techniques for the design of experiments. 
",ALL
NMST436,C,CZE,cíl předmětu,"Seznámit studenty se základními principy navrhování experimentů. 
",ALL
NMST436,C,ENG,aim of subject,"The aim is to produce students that are able to design experiments.

",ALL
NMST436,S,CZE,sylabus,"Plánování rozsahu výběru. Úplné a neúplné náhodné bloky, latinské čtverce, hierarchické uspořádání experimentu.  Faktoriální experimenty. Plánování regresních experimentů.
",ALL
NMST436,S,ENG,syllabus,"Planning of sample sizes. Randomized block designs, nested designs, latin square experiments. Factorial designs. Optimality criteria for linear regression models. 
",ALL
NMST436,P,ENG,requirements for assessment of study,"Requirements for the oral exam correspond to the syllabus of the subject in the scope that was presented at the lecture.",ALL
NMTD102,A,CZE,anotace,"Pozornost je věnována především kosoúhlému promítání a pravoúhlé axonometrii. Obsažena je rovněž kosoúhlá 
axonometrie a rotační plochy druhého stupně. 
",ALL
NMTD102,A,ENG,annotation,"Basic course of descriptive geometry for first-year students (oblique projection, orthogonal axonometric projection, 
oblique axonometric projection, surfaces of revolution of the second degree).
",ALL
NMTD102,P,CZE,požadavky ke kontrole studia,"Obsahem zkoušky je učivo celého semestru, tj. kosoúhlé promítání, pravoúhlá axonometrie, kosoúhlá axonometrie a rotační kvadriky. 

Zkouší se pochopení a pevné zafixování konstrukcí z výše uvedených oblastí deskriptivní geometrie a dále schopnost (pro pozdější pedagogickou praxi velmi důležitého) správného odborného vyjadřování. Student u zkoušky prokazuje souhrnné zvládnutí většího množství učiva, které je předpokladem pro další úspěšné studium.

Zkouška má dvě části, písemnou a ústní. Při písemné práci, která předchází části ústní, student řeší několik (většinou pět) konkrétních příkladů. Konání ústní části je podmíněno úspěchem u části písemné. Podle vývoje situace proběhnou obě části prezenčně nebo distančně.

Zkoušku může student skládat v jednom řádném a dvou opravných termínech. Při úspěchu u písemné části a neúspěchu u části ústní opakuje student při opravném termínu zkoušky obě její části.

Ke konání zkoušky je nutný zápočet. ",ALL
NMTD102,P,ENG,requirements for assessment of study,"An exam follows the syllabus of the object (i.e. oblique projection, orthogonal axonometric projection, oblique axonometric projection, surfaces of revolution of the second degree) in the scope of the lecture.

Understanding of constructions from the above-mentioned areas of descriptive geometry as well as the ability of correct professional expression (very important for later pedagogical practice) are tested.

The exam has two part: written (usually four or five tasks) and oral. Passing the written part is prerequisite for the oral part. Depending on the development of the situation, both parts will take place either in person or remotely.

The credit is required for the examination. ",ALL
NMTD102,S,CZE,sylabus,"Kosoúhlé promítání (princip promítání, zobrazení přímky a roviny, zobrazení dvojice přímek a rovin, průsečnice dvou rovin, průsečík přímky s rovinou, přímka kolmá k rovině, vzdálenost bodu či přímky od roviny, odchylky, otáčení roviny, zobrazení útvarů v souřadnicových rovinách a v obecné rovině, zobrazení hranatých těles, kulových, válcových a kuželových ploch, koulí, válců, kuželů, jejich řezy rovinami a průniky s přímkami, vzájemné průniky hranatých těles, osvětlení). 

Pravoúhlá axonometrie (zobrazení přímky a roviny, zobrazení dvojice přímek a rovin, průsečnice dvou rovin, průsečík přímky s rovinou, přímka kolmá k rovině, rovina kolmá k přímce, vzdálenost bodu či přímky od roviny, vzdálenost bodu od počátku souřadnicového systému, odchylky, otáčení roviny, zobrazení útvarů v souřadnicových rovinách a v obecné rovině, zobrazení hranatých těles, kulových, válcových a kuželových ploch, koulí, válců, kuželů, jejich řezy rovinami a průniky s přímkami, vzájemné průniky hranatých těles, osvětlení). 

Kosoúhlá axonometrie (princip promítání, zářezová metoda, 1. Sobotkova konstrukce, Pohlkeova věta, zobrazení jednoduchých těles). 

Rotační plochy druhého stupně (základní vlastnosti obecných rotačních ploch, osa rotačního pohybu, tvořicí křivka, rovnoběžková kružnice, meridián, jednotlivé rotační kvadriky, jejich zobrazení, řezy rovinou, průnik s přímkou, osvětlení). 
",ALL
NMTD102,S,ENG,syllabus,"Oblique projection.

Orthogonal axonometric projection.

Oblique axonometric projection.

Surfaces of revolution of the second degree.
",ALL
NMTD312,A,CZE,anotace,"Pedagogické aspekty učitelské profese, role učitele deskriptivní geometrie. Motivace a metody výuky. Prostorová 
představivost a vývoj člověka. Role deskriptivní geometrie ve výuce a v životě. 
",ALL
NMTD312,S,CZE,sylabus,"Postavení učitele ve společnosti. Pracovní náplň učitele, pozitiva a negativa povolání učitele, syndrom vyhoření. Úkoly spojené s výukou deskriptivní geometrie. Motivace a metody výuky. Práce s žáky se SPU, práce s talentovanými žáky. Vliv rozvoje prostorové představivosti na vývoj člověka. Mezipředmětové vztahy. Vývoj výuky deskriptivní geometrie v posledních desetiletích, role deskriptivní geometrie v současném životě. Moderní výukové techniky a pedagogický přínos jejich zapojení do výuky. 
",ALL
NMTP541,A,CZE,anotace,"Přednáška rozšiřuje znalosti z prostorového modelování a statistiky o náhodné množiny s integrálně-geometrickými 
charakteristikami. Látka má praktické užití v biomedicíně, materiálovém výzkumu, geologii a jiných vědách.
",ALL
NMTP541,A,ENG,annotation,"The lecture extends knowledge from spatial modelling and statistics discussing random sets with integral-geometric 
characteristics. The topic has practical applications in biomedicine, materials research, geology and other science.

",ALL
NMTP541,C,CZE,cíl předmětu,"Pro studenty se zájmem o stochastické prostorové modelování patří tato výuka do bloku přednášek rozvíjejících danou problematiku.
",ALL
NMTP541,C,ENG,aim of subject,"The course is a part of a series of relevant lectures for students interested in stochastic spatial modelling.
",ALL
NMTP541,P,CZE,požadavky ke kontrole studia,"Požadavky u zkoušky odpovídají sylabu předmětu v rozsahu, který byl prezentován na přednášce.",ALL
NMTP541,P,ENG,requirements for assessment of study,"The requirements to the examination correspond to the syllabus of the course in the extent which was presented by the lecturer.",ALL
NMTP541,S,CZE,sylabus,"Minkovského funkcionály, náhodná uzavřená množina, Booleovský model, náhodné procesy afinních podprostorů a povrchů, anisotropie, náhodné mozaiky, aplikace.
",ALL
NMTP541,S,ENG,syllabus,"Minkowski functionals, random closed set, Boolean model, random processes of flats and surfaces, anisotropy, random tessellations, applications.
",ALL
NMTP569,A,CZE,anotace,"V přednášce představíme základní poznatky z ergodické teorie, týkající se entropie a rekurence. Bude ukázána 
úzká souvislost mezi pravděpodobnostními dynamickými systémy, tj. objekty zkoumání ergodické teorie, a 
konečně stavovými stacionárními procesy.
 
",ALL
NMTP569,A,ENG,annotation,"The basic elements of ergodic theory are presented. We mainly focus on entropy and recurrence. Tight 
relationship  between ergodic theory and the theory of finite-states stationary processes will be presented. 

",ALL
NMTP569,C,CZE,cíl předmětu,"Přiblížit pojem entropie a pravděpodobnostních dynamických systémů.
",ALL
NMTP569,C,ENG,aim of subject,"To present the broadly used notion of entropy in the frame of the ergodic theory.
",ALL
NMTP569,P,CZE,požadavky ke kontrole studia,"Zkouška je ústní. Požadavky ke zkoušce odpovídají sylabu předmětu v rozsahu, který byl prezentován na přednášce.
",ALL
NMTP569,P,ENG,requirements for assessment of study,"According to the sylabus and the content of the lecture.",ALL
NMTP569,S,CZE,sylabus,"1. Pravděpodobnostní dynamické systémy, konečně stavové stacionární procesy - definice, příklady, ergodicita, izomorfismus dynamických systémů, faktorizace
2. Entropie procesu, entropie systému, striktně pozitivní entropie - Kolmogorovova vlastnost 
3. Kolmogorov-Sinaiova věta o generátorech, Shannon-McMillan-Breimannova věta
4. Rekurence, Ornstein-Weissova věta o rekurenci, Lempel-Ziv algoritmus pro kompresi dat
",ALL
NMTP569,S,ENG,syllabus,"1. Probability (measure-theoretical) dynamical systems, finite-states stationary processes - definitions, examples, ergodicity, isomorfismus of probability dynamical systems, factorization
2. Entropy of the process, entropy of the system, strictly positive entropy - Kolmogorov property 
3. Kolmogorov-Sinai theorem on generators, Shannon-McMillan-Breimann theorem
4. Recurrence, Ornstein-Weiss theorem, Lempel-Ziv algorithm for data compression
",ALL
NMUM303,A,CZE,anotace,"Seminář zaměřený na rovnoběžné promítací metody a lineární perspektivu; modelování na počítači, aplikace v 
malířství. 
",ALL
NMUM303,P,CZE,požadavky ke kontrole studia,"Požadavky ke zkoušce odpovídají sylabu předmětu uvedenému v SISu. ",ALL
NMUM303,P,ENG,requirements for assessment of study,"The examination requirements correspond to the syllabus of the subject given in the SIS.",ALL
NMUM303,S,CZE,sylabus,"Rovnoběžné promítání (porovnání se středovým), invarianty. Volné rovnoběžné promítání. Specifické vlastnosti 
pravoúhlého promítání. 

Osová afinita. Obraz kružnice v osové afinitě. 

Mongeovo promítání, úlohy s jednoduchými tělesy s podstavou v promítací rovině.
 
Kosoúhlé promítání, obrazy jednoduchých těles s podstavou v průmětně.

Lineární perspektiva - základní pojmy, invarianty, specifické vlastnosti, zobrazení jednoduchých těles. ",ALL
NMUM303,S,ENG,syllabus,"Parallel projection (comparison 
with central projection), invariants. Free parallel projection. Specific 
properties of orthogonal projection. Axial affinity. Image of a circle in 
axial affinity. Monge projection, problems on elementary solids with base in 
non-projection plane. Oblique projection, problems on elementary solids with 
base in projection plane.
",ALL
NMUM804,A,CZE,anotace,"Základní přednáška z lineární algebry pro kurs CŽV. 
",ALL
NMUM804,A,ENG,annotation,"Basic linear algebra course for prospective teachers.
",ALL
NMUM804,S,CZE,sylabus,"- Soustavy lineárních rovnic. Řešitelnost, tvar množiny řešení, Gaussův eliminační algoritmus a jiné metody řešení; příklady.
- Determinanty. Základní vlastnosti, determinant blokové matice, rozvoj determinantu, věta o násobení determinantů, adjungovaná matice, inverzní matice, Cramerovo pravidlo, vyjádření hodnosti pomocí determinantů; metody výpočtu determinantů; příklady.
- Podobnost matic. Charakteristický polynom, vlastní čísla a vlastní vektory, minimální polynom, Cayley-Hamiltonova věta, podobnost matic, Jordanova buňka a Jordanova matice, diagonalizovatelnost, existence Jordanova kanonického tvaru a metody jeho nalezení, vlastní čísla reálné symetrické matice; příklady. 
- Lineární formy. Matice a analytické vyjádření lineární formy, duální prostor, duální báze; příklady. 
- Bilineární formy. Matice a analytické vyjádření bilineární formy, vrcholy forem, symetrické a antisymetrické formy, polární báze, kvadratické formy, formy na reálných prostorech, normální báze a normální tvar, zákon setrvačnosti, signatura, klasifikace forem; příklady. 
- Prostory se skalárním součinem. Skalární součin, norma, Cauchy-Schwarzova a trojúhelníková nerovnost, ortogonální a ortonormální báze, Gram-Schmidtův ortogonalizační proces, ortogonální transformace, ortogonální matice; příklady. 

",ALL
