"POVINN","PNAZEV","PANAZEV","VPLATIOD","VPLATIDO","PFAKULTA","PGARANT","PVYUCOVAN","VSEMZAC","VSEMPOC","PVYJAZYK","VROZSAHPR1","VROZSAHCV1","VROZSAHPR2","VROZSAHCV2","VRVCEM","VTYP","VEBODY","VUCIT1","VUCIT2","VUCIT3","PPOCMIN","PPOCMAX"
NJSF006,Praktikum jaderné a částicové fyziky,Practical Course in Nuclear Physics,"2021","9999","11320","32-UCJF",V,"2","1",CZE,"0","4",,,HT,F,5,"12374","11305",,,
NJSF010,Fyzika jaderných reaktorů,Nuclear Reactor Physics,"2003","9999","11320","32-UCJF",Z,"1","1",,"2","1",,,HT,K,5,"12689",,,,
NJSF014,Úvod do kvantové teorie pole,Introduction to Quantum Field Theory,"2010","2021","11320","32-UCJF",N,"1","1",,"3","1",,,HT,*,6,"12432","11220",,,
NJSF014,Úvod do kvantové teorie pole,Introduction to Quantum Field Theory,"2022","9999","11320","32-UCJF",Z,"1","1",CZE,"3","1",,,HT,*,6,"12432","11220",,,
NJSF022,Relativistická jaderná fyzika,Relativistic Nuclear Physics,"2003","9999","11320","32-UCJF",Z,"1","1",,"2","0",,,HT,K,3,"12327",,,,
NJSF031,Klasický a kvantový chaos,Classical and Quantum Chaos,"2020","2023","11320","32-UCJF",V,"2","1",CZE,"2","0",,,HT,K,3,"11727","49402",,,
NJSF031,Klasický a kvantový chaos,Classical and Quantum Chaos,"2024","9999","11320","32-UCJF",V,"2","1",CZE,"2","0",,,HT,K,3,"11727","49031",,,
NJSF063,Vybrané partie ze subjaderné fyziky,Selected Topics on Subnuclear Physics,"2006","2021","11320","32-UCJF",N,"1","1",,"2","0",,,HT,K,3,"11448",,,,
NJSF063,Vybrané partie ze subjaderné fyziky,Selected Topics on Subnuclear Physics,"2022","9999","11320","32-UCJF",Z,"1","1",CZE,"2","0",,,HT,K,3,"11448",,,,
NJSF066,Experimentální metody subjaderné fyziky,Experimental Methods in Subnuclear Physics,"2007","2021","11320","32-UCJF",N,"1","1",,"2","1",,,HT,*,5,"12427","12347","11407",,
NJSF066,Experimentální metody subjaderné fyziky,Experimental Methods in Subnuclear Physics,"2022","9999","11320","32-UCJF",Z,"1","1",CZE,"2","1",,,HT,*,5,"12427","12347","11407",,
NJSF076,Fyzika elementárních částic II,Elementary Particle Physics II,"2006","2021","11320","32-UCJF",N,"1","1",,"2","0",,,HT,K,3,"12347",,,,
NJSF076,Fyzika elementárních částic II,Elementary Particle Physics II,"2022","9999","11320","32-UCJF",Z,"1","1",CZE,"2","0",,,HT,K,3,"12347",,,,
NJSF084,Chirální symetrie silných interakcí,Chiral Symmetry or Strong Interactions,"2015","2021","11320","32-UCJF",V,"2","1",,"2","0",,,HT,K,3,"11825",,,,
NJSF084,Chirální symetrie silných interakcí,Chiral Symmetry or Strong Interactions,"2022","9999","11320","32-UCJF",V,"2","1",CZE,"2","0",,,HT,K,3,"11825",,,,
NJSF146,Kvantová teorie pole II,Quantum Field Theory II,"2020","2020","11320","32-UCJF",V,"2","1",CZE,"4","2",,,HT,*,9,"11825",,,,
NJSF146,Kvantová teorie pole II,Quantum Field Theory II,"2021","2021","11320","32-UCJF",N,"2","1",CZE,"4","2",,,HT,*,9,"11825",,,,
NJSF146,Kvantová teorie pole II,Quantum Field Theory II,"2022","2022","11320","32-UCJF",V,"2","1",CZE,"4","2",,,HT,*,9,"11825",,,,
NJSF146,Kvantová teorie pole II,Quantum Field Theory II,"2023","2023","11320","32-UCJF",N,"2","1",CZE,"4","2",,,HT,*,9,"11825",,,,
NJSF146,Kvantová teorie pole II,Quantum Field Theory II,"2024","9999","11320","32-UCJF",V,"2","1",CZE,"4","2",,,HT,*,9,"11825",,,,
NJSF147,Scattering methods for nuclear and condensed matter research,Scattering methods for nuclear and condensed matter research,"2019","9999","11320","32-UCJF",N,"2","1",ENG,"3","0",,,HT,K,4,"53856",,,,
NJSF159,Fyzika urychlovačů částic,Physics of particle accelerators,"2020","9999","11320","32-UCJF",V,"1","1",CZE,"2","1",,,HT,K,4,"11453",,,,
NLTM001,Teorie množin,Set Theory,"2020","2020","11320","32-KTIML",N,"2","1",CZE,"2","2",,,HT,*,6,"11372",,,,
NLTM001,Teorie množin,Set Theory,"2021","2021","11320","32-KTIML",V,"2","1",CZE,"2","2",,,HT,*,6,"11372",,,,
NLTM001,Teorie množin,Set Theory,"2022","2022","11320","32-KTIML",N,"2","1",CZE,"2","2",,,HT,*,6,"11372",,,,
NLTM001,Teorie množin,Set Theory,"2023","2023","11320","32-KTIML",V,"1","1",CZE,"2","2",,,HT,*,6,"11372",,,,
NLTM001,Teorie množin,Set Theory,"2024","9999","11320","32-KTIML",V,"2","1",CZE,"2","2",,,HT,*,6,"11372",,,,
NLTM003,Forsing,Forcing,"2016","9999","11320","32-KTIML",Z,"1","1",ENG,"2","0",,,HT,K,3,,,,,
NLTM017,Úvod do teorie množin,Introduction to Set Theory,"2004","9999","11320","32-KTIML",Z,"2","1",,"2","0",,,HT,K,3,"11479",,,,
NLTM021,Vyčíslitelnost,Computability,"2017","9999","11320","32-SISAL",V,"2","1",CZE,"2","0",,,HT,K,3,"11547",,,,
NMAA007,Matematická analýza Ia,Mathematical Analysis Ia,"2003","9999","11320","32-KMA",Z,"1","1",,"4","2",,,HT,*,9,,,,,
NMAA025,"Eliptické, automorfní a Abelovy funkce","Elliptical, Automorphous and Abel Functions","1348","9999","11320","32-KMA",Z,"1","2",,"2","0","2","0",HT,--,6,,,,,
NMAA043,Teorie distribucí,Distribution Theory,"2007","9999","11320","32-KMA",Z,"1","2",,"2","0","2","0",HT,-K,6,"12520",,,,
NMAA060,Teorie derivace pro pokročilé,Theory of Differentiation for Advanced Students,"2004","9999","11320","32-KMA",Z,"1","2",,"2","0","2","0",HT,-K,6,"12414",,,,
NMAA070,Teorie míry a integrálu II,Measure and Integration Theory II,"2013","2021","11320","32-KMA",N,"2","1",,"2","2",,,HT,*,6,,,,,
NMAA070,Teorie míry a integrálu II,Measure and Integration Theory II,"2022","9999","11320","32-KMA",Z,"2","1",CZE,"2","2",,,HT,*,6,,,,,
NMAA072,Kalkulus Ib,Calculus Ib,"2012","2021","11320","32-KMA",N,"2","1",,"4","2",,,HT,*,8,,,,,
NMAA072,Kalkulus Ib,Calculus Ib,"2022","9999","11320","32-KMA",Z,"2","1",CZE,"4","2",,,HT,*,8,,,,,
NMAA080,Proseminář z kalkulu 1b,Introductory Seminar on Calculus 1b,"2014","9999","11320","32-KMA",Z,"2","1",,"0","2",,,HT,Z,2,,,,,
NMAF009,Matematika I,Mathematics I,"2008","9999","11320","32-KVOF",Z,"1","1",,"3","2",,,HT,*,7,,,,,
NMAF037,Pokročilá lineární algebra pro fyziky,Advanced Linear Algebra for Physicists,"2016","9999","11320","32-KMA",V,"1","1",CZE,"2","0",,,HT,K,3,"12363",,,,
NMAF052,Matematická analýza II,Mathematical Analysis II,"2020","2022","11320","32-KVOF",V,"2","1",CZE,"4","3",,,HT,*,10,"10956",,,,
NMAF052,Matematická analýza II,Mathematical Analysis II,"2023","9999","11320","32-KVOF",V,"2","1",CZE,"4","3",,,HT,*,10,"23705",,,,
NMAF073,Aplikovaná matematika III,Applied mathematics III,"2019","2020","11320","32-KFKL",V,"1","1",CZE,"3","3",,,HT,*,7,"11761",,,,
NMAF073,Aplikovaná matematika III,Applied mathematics III,"2021","9999","11320","32-KFKL",N,"1","1",CZE,"3","3",,,HT,*,7,"11761",,,,
NMAG359,From Linear Algebra to Fourier Analysis,From Linear Algebra to Fourier Analysis,"2019","9999","11320","32-MUUK",N,"1","1",ENG,"2","0",,,HT,K,3,"67707",,,,
NMAG361,Proseminář z komutativních okruhů,Proseminar on Comutative Rings,"2018","9999","11320","32-KA",N,"1","1",CZE,"0","2",,,HT,Z,2,"12130",,,,
NMAG407,Teorie modelů,Model Theory,"2020","2020","11320","32-KA",V,"1","1",ENG,"2","0",,,HT,K,3,"12463",,,,
NMAG407,Teorie modelů,Model Theory,"2021","2021","11320","32-KA",V,"1","1",ENG,"2","0",,,HT,K,3,"11896",,,,
NMAG407,Teorie modelů,Model Theory,"2022","2022","11320","32-KA",V,"1","1",ENG,"2","0",,,HT,K,3,"12463",,,,
NMAG407,Teorie modelů,Model Theory,"2023","2023","11320","32-KA",V,"1","1",ENG,"2","0",,,HT,K,3,"39245",,,,
NMAG407,Teorie modelů,Model Theory,"2024","9999","11320","32-KA",V,"1","1",ENG,"2","0",,,HT,K,3,"12463",,,,
NMAG431,Kombinatorická teorie grup,Combinatorial Group Theory,"2020","2022","11320","32-KA",V,"1","1",CZE,"3","1",,,HT,*,6,"12130",,,,
NMAG431,Kombinatorická teorie grup,Combinatorial Group Theory,"2023","2023","11320","32-KA",V,"2","1",CZE,"3","1",,,HT,*,6,"12130",,,,
NMAG431,Kombinatorická teorie grup,Combinatorial Group Theory,"2024","9999","11320","32-KA",V,"2","1",CZE,"3","1",,,HT,*,6,"11896",,,,
NMAG455,Kvadratické formy a třídová tělesa I,Quadratic forms and class fields I,"2020","2020","11320","32-KA",V,"1","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG455,Kvadratické formy a třídová tělesa I,Quadratic forms and class fields I,"2021","2021","11320","32-KA",N,"1","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG455,Kvadratické formy a třídová tělesa I,Quadratic forms and class fields I,"2022","2022","11320","32-KA",V,"1","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG455,Kvadratické formy a třídová tělesa I,Quadratic forms and class fields I,"2023","2023","11320","32-KA",N,"1","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG455,Kvadratické formy a třídová tělesa I,Quadratic forms and class fields I,"2024","9999","11320","32-KA",V,"1","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG458,Algebraické invarianty v teorii uzlů,Algebraic Invariants in Knot Theory,"2020","2021","11320","32-KA",V,"2","1",ENG,"2","1",,,HT,K,4,"11465",,,,
NMAG458,Algebraické invarianty v teorii uzlů,Algebraic Invariants in Knot Theory,"2022","2022","11320","32-KA",N,"2","1",ENG,"2","1",,,HT,K,4,"11465",,,,
NMAG458,Algebraické invarianty v teorii uzlů,Algebraic Invariants in Knot Theory,"2023","2023","11320","32-KA",V,"1","1",ENG,"2","1",,,HT,K,4,"11465",,,,
NMAG458,Algebraické invarianty v teorii uzlů,Algebraic Invariants in Knot Theory,"2024","9999","11320","32-KA",V,"1","1",ENG,"2","1",,,HT,K,4,"11465","10831",,5,
NMAG462,Modulární formy a L-funkce I,Modular forms and L-functions I,"2020","2020","11320","32-KA",N,"1","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG462,Modulární formy a L-funkce I,Modular forms and L-functions I,"2021","2021","11320","32-KA",V,"1","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG462,Modulární formy a L-funkce I,Modular forms and L-functions I,"2022","2022","11320","32-KA",N,"1","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG462,Modulární formy a L-funkce I,Modular forms and L-functions I,"2023","2023","11320","32-KA",V,"1","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG462,Modulární formy a L-funkce I,Modular forms and L-functions I,"2024","9999","11320","32-KA",N,"1","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG469,Mathematical foundations  of machine learning,Mathematical foundations  of machine learning,"2020","2020","11320","32-MUUK",V,"1","1",ENG,"2","0",,,HT,K,3,"56084",,,,
NMAG469,Mathematical foundations  of machine learning,Mathematical foundations  of machine learning,"2021","2023","11320","32-MUUK",V,"1","1",ENG,"2","0",,,HT,K,3,"56084",,,,
NMAG469,Mathematical foundations  of machine learning,Mathematical foundations  of machine learning,"2024","9999","11320","32-MUUK",V,"1","1",ENG,"2","0",,,HT,K,3,"56084",,,,
NMAG472,Základní algebraická teorie čísel,Basic algebraic number theory,"2024","9999","11320","32-KA",V,"2","1",ENG,"2","0",,,HT,K,3,"10899",,,,
NMAG573,Seminář k problému CSP,Seminar on CSP,"2019","2020","11320","32-KA",N,"3","1",ENG,"0","2",,,HT,Z,3,"11293",,,,
NMAG573,Seminář k problému CSP,Seminar on CSP,"2021","2022","11320","32-KA",V,"2","1",ENG,"0","2",,,HT,Z,3,"11293",,,,
NMAG573,Seminář k problému CSP,Seminar on CSP,"2023","9999","11320","32-KA",V,"2","1",ENG,"0","2",,,HT,Z,3,"39245",,,,
NMAG662,Kvantová teorie pole a topologie,Quantum field theory and topology,"2020","2021","11320","32-MUUK",N,"2","1",CZE,"2","0",,,HT,K,3,"23705",,,,
NMAG662,Kvantová teorie pole a topologie,Quantum field theory and topology,"2022","2022","11320","32-MUUK",V,"1","1",CZE,"2","0",,,HT,K,3,"23705",,,,
NMAG662,Kvantová teorie pole a topologie,Quantum field theory and topology,"2023","2023","11320","32-MUUK",N,"1","1",CZE,"2","0",,,HT,K,3,"23705",,,,
NMAG662,Kvantová teorie pole a topologie,Quantum field theory and topology,"2024","9999","11320","32-MUUK",V,"1","1",CZE,"2","2",,,HT,*,4,"23705",,,,
NMAI038,Konečná tělesa a lineární kódy 1,Finite Fields and Linear Codes 1,"1348","9999","11320","32-KA",Z,"2","1",,"2","0",,,HT,K,3,,,,,
NMAI044,Lineární algebra II,Linear Algebra II,"2003","9999","11320","32-KAM",Z,"2","1",,"2","2",,,HT,*,6,"11774","11763","11420",,
NMAI046,Matematická analýza I,Mathematical Analysis I,"2003","9999","11320","32-KMA",Z,"1","1",,"4","2",,,HT,*,9,"11772",,,,
NMAI054,Matematická analýza 1,Mathematical Analysis 1,"2020","9999","11320","32-KAM",V,"2","1",CZE,"2","2",,,HT,*,5,"12486","10734",,,
NMAI055,Matematická analýza 2,Mathematical Analysis 2,"2020","2022","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"12486","10734",,,
NMAI055,Matematická analýza 2,Mathematical Analysis 2,"2023","9999","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"12486","10734",,,
NMAI057,Lineární algebra 1,Linear Algebra 1,"2020","2021","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"11291","13014",,,
NMAI057,Lineární algebra 1,Linear Algebra 1,"2022","2023","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"11291","13014",,,
NMAI057,Lineární algebra 1,Linear Algebra 1,"2024","9999","11320","32-KAM",V,"1","1",CZE,"2","2",,,HT,*,5,"11291","13014",,,
NMAI058,Lineární algebra 2,Linear Algebra 2,"2019","9999","11320","32-KAM",V,"2","1",CZE,"2","2",,,HT,*,5,"11291","13014",,,
NMAI059,Pravděpodobnost a statistika 1,Probability and Statistics 1,"2020","2020","11320","32-IUUK",V,"3","1",CZE,"2","2",,,HT,*,5,"10734",,,,
NMAI059,Pravděpodobnost a statistika 1,Probability and Statistics 1,"2021","2022","11320","32-IUUK",V,"2","1",CZE,"2","2",,,HT,*,5,"10734",,,,
NMAI059,Pravděpodobnost a statistika 1,Probability and Statistics 1,"2023","9999","11320","32-IUUK",V,"2","1",CZE,"2","2",,,HT,*,5,"10734","78699",,,
NMAI060,Pravděpodobnostní metody,Probabilistic Methods,"2016","2021","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"11626",,,,
NMAI060,Pravděpodobnostní metody,Probabilistic Methods,"2022","2022","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"11626","68435",,,
NMAI060,Pravděpodobnostní metody,Probabilistic Methods,"2023","9999","11320","32-KSI",V,"1","1",CZE,"2","0",,,HT,K,3,"11626",,,,
NMAI069,Matematické dovednosti,Mathematical skills,"2020","9999","11320","32-KAM",V,"1","1",CZE,"0","2",,,HT,Z,2,"16918","11306",,,
NMAI075,Seminář z klasifikace homogenních struktur,Seminar on classification of homogeneous structures,"2019","9999","11320","32-KAM",N,"1","1",CZE,"0","2",,,HT,Z,3,"12117",,,,
NMAN009,Matematika pro management a marketing 1 bez cvičení,Mathematics for Management and Marketing 1 - no exercises,"1348","9999","11320","32-KPMS",Z,"1","1",,"2","0",,,HT,K,3,,,,,
NMAT001,Základy teorie kategorií,Fundamentals of Category Theory,"2018","9999","11320","32-MUUK",Z,"1","1",CZE,"2","2",,,HT,*,6,"11469",,,,
NMAT011,Bodové procesy,Point Processes,"2018","9999","11320","32-MUUK",Z,"2","1",CZE,"2","0",,,HT,K,3,"11769",,,,
NMAT057,Seminář otevřených problémů,Open Problem Seminar,"2016","2023","11320","32-KMA",V,"3","1",CZE,"0","2",,,HT,Z,3,"11772",,,,
NMAT057,Seminář otevřených problémů,Open Problem Seminar,"2024","9999","11320","32-KMA",V,"3","1",CZE,"0","2",,,HT,Z,3,"11772",,,,
NMAT062,Seminář z klasické mechaniky,Seminar on Classical Mechanics,"2000","9999","11320","32-MUUK",Z,"1","1",,"0","2",,,HT,Z,3,"11467","12450",,,
NMAT100,Matematické problémy nematematiků,Mathematical problems of non-mathematicians,"2020","2021","11320","32-KNM",V,"3","1",CZE,"0","1",,,HT,Z,1,"55445","11668",,,
NMAT100,Matematické problémy nematematiků,Mathematical problems of non-mathematicians,"2022","9999","11320","32-KNM",V,"3","1",CZE,"0","1",,,HT,Z,1,"55445","11668",,,
NMAX055,Matematická analýza 2,Mathematical Analysis 2,"2020","9999","11320","32-KAM",Z,"1","1",CZE,"2","2",,,HT,*,6,"12486","10734",,,
NMAX059,Pravděpodobnost a statistika 1,Probability and Statistics 1,"2020","9999","11320","32-STUD",V,"3","1",CZE,"2","2",,,HT,*,6,"10734",,,,
NMET012,Všeobecná klimatologie,General Climatology,"2020","2020","11320","32-KFA",V,"2","1",CZE,"3","1",,,HT,*,6,"13360",,,,
NMET012,Všeobecná klimatologie,General Climatology,"2021","9999","11320","32-KFA",V,"2","1",CZE,"3","1",,,HT,*,6,"13635","29846",,,
NMET031,Mezosynoptická meteorologie,Mesosynoptic meteorology,"2020","9999","11320","32-KFA",V,"1","1",CZE,"2","0",,,HT,K,3,"12089","12634",,,
NMET035,Synoptická meteorologie I,Synoptic Meteorology I,"2016","9999","11320","32-KFA",V,"2","1",CZE,"2","0",,,HT,K,3,"12089",,,,
NMET038,Speciální meteorologický seminář I,Special Seminar on Meteorology I,"2020","9999","11320","32-KFA",Z,"1","1",CZE,"0","2",,,HT,Z,3,"11770",,,,
NMET050,Statistické metody zpracování fyzikálních dat,Statistical methods of physical data processing,"2020","2020","11320","32-KFA",V,"2","1",CZE,"2","2",,,HT,K,6,"10832",,,,
NMET050,Statistické metody analýzy fyzikálních dat,Statistical methods of physical data analysis,"2021","2021","11320","32-KFA",V,"2","1",CZE,"2","2",,,HT,K,6,"10832",,,,
NMET050,Statistické metody analýzy fyzikálních dat,Statistical data analysis in physics,"2022","2023","11320","32-KFA",V,"2","1",CZE,"2","2",,,HT,K,6,"10832",,,,
NMET050,Statistické metody analýzy fyzikálních dat,Statistical data analysis in physics,"2024","9999","11320","32-KFA",V,"2","1",ENG,"2","2",,,HT,K,6,"10832",,,,
NMET065,Uživatelsky přátelský Linux,User-friendly Linux,"2016","2021","11320","32-KFA",V,"1","1",CZE,"2","1",,,HT,F,4,"13359",,,,
NMET065,Uživatelsky přátelský Linux,User-friendly Linux,"2022","9999","11320","32-KFA",N,"1","1",CZE,"2","1",,,HT,F,4,"13359",,,,
NMET501,Radiačně aktivní plyny v atmosféře,Radiation-active Gases in Atmosphere,"2020","9999","11320","32-KFA",V,"1","1",CZE,"2","0",,,HT,K,3,"13360","11599",,,
NMET518,Scénáře změny klimatu,Climate Change Scenarios,"2020","9999","11320","32-KFA",V,"2","1",CZE,"2","0",,,HT,K,3,"13360","13359","11599",,
NMFM201,Finanční management,Financial Management,"2018","2023","11320","32-KPMS",V,"2","1",CZE,"2","0",,,HT,K,3,"11561",,,,
NMFM201,Finanční management,Financial Management,"2024","9999","11320","32-KPMS",V,"2","1",CZE,"2","0",,,HT,K,3,"12098",,,,
NMFM306,Veřejné finance,Public Finance,"2020","2020","11320","32-KPMS",V,"2","1",ENG,"2","0",,,HT,K,3,"61393","62004",,,
NMFM306,Veřejné finance,Public Finance,"2021","2023","11320","32-KPMS",V,"2","1",ENG,"2","0",,,HT,K,3,"61393",,,,
NMFM306,Veřejné finance,Public Finance,"2024","9999","11320","32-KPMS",V,"2","1",ENG,"2","0",,,HT,K,3,"61393","62004",,,
NMFM309,Bankovnictví,Banking ,"2020","2020","11320","32-KPMS",V,"1","1",ENG,"2","2",,,HT,*,5,"77193","25011","76143",,
NMFM309,Bankovnictví,Banking,"2021","2021","11320","32-KPMS",V,"1","1",ENG,"2","2",,,HT,*,5,"77193","25011","76143",,
NMFM309,Bankovnictví,Banking,"2022","2022","11320","32-KPMS",V,"1","1",ENG,"2","2",,,HT,*,5,"77193","25011","76143",,
NMFM309,Bankovnictví a řízení rizik,Banking and Risk Management,"2023","9999","11320","32-KPMS",V,"1","1",ENG,"2","2",,,HT,*,5,"77193","76143",,,
NMFM410,Účetnictví pojišťoven,Insurance Companies Accounting,"2020","2021","11320","32-KPMS",V,"2","1",CZE,"2","2",,,HT,*,5,"11380",,,,
NMFM410,Účetnictví pojišťoven,Insurance Companies Accounting,"2022","2022","11320","32-KPMS",V,"2","1",CZE,"2","2",,,HT,*,5,"11380",,,,
NMFM410,Účetnictví pojišťoven,Insurance Companies Accounting,"2023","9999","11320","32-KPMS",N,"2","1",CZE,"2","2",,,HT,*,5,"11380",,,,
NMFM613,Finanční modelování v životním pojištění,Financial Modelling in Life Insurance,"2018","9999","11320","32-KPMS",Z,"1","1",CZE,"2","0",,,HT,K,3,"12382",,,,
NMFP531,Teorie rizika 2,Risk Theory 2,"2022","2022","11320","32-KPMS",N,"1","1",CZE,"2","1",,,HT,*,4,"11380",,,,
NMFP531,Teorie rizika 2,Risk Theory 2,"2023","2023","11320","32-KPMS",V,"1","1",ENG,"2","1",,,HT,*,4,"11380","11888",,,
NMFP531,Teorie rizika 2,Risk Theory 2,"2024","9999","11320","32-KPMS",V,"1","1",CZE,"2","1",,,HT,*,4,"11380",,,,
NMFP537,Účetnictví a solventnost pojišťoven,Accounting and Solvency of Insurance Companies,"2022","2022","11320","32-KPMS",N,"1","1",CZE,"2","2",,,HT,*,5,"11380",,,,
NMFP537,Účetnictví a solventnost pojišťoven,Accounting and Solvency of Insurance Companies,"2023","9999","11320","32-KPMS",V,"1","1",CZE,"2","2",,,HT,*,5,"11380",,,,
NMIN105,Diskrétní matematika,Discrete Mathematics,"2020","2021","11320","32-IUUK",V,"1","1",CZE,"2","2",,,HT,*,5,"11358","12406",,,
NMIN105,Diskrétní matematika,Discrete Mathematics,"2022","2022","11320","32-IUUK",V,"1","1",CZE,"2","2",,,HT,*,5,"11358","12406",,,
NMIN105,Diskrétní matematika,Discrete Mathematics,"2023","2023","11320","32-IUUK",V,"1","1",CZE,"2","2",,,HT,*,5,"11358","12406",,,
NMIN105,Diskrétní matematika,Discrete Mathematics,"2024","9999","11320","32-IUUK",V,"1","1",CZE,"2","2",,,HT,*,5,"11358","12406",,,
NMIN111,Programování 1,Programming 1,"2020","2021","11320","32-KSVI",V,"1","1",CZE,"0","2",,,HT,Z,3,"11329",,,,
NMIN111,Programování 1,Programming 1,"2022","2023","11320","32-KSVI",V,"1","1",CZE,"0","2",,,HT,Z,3,"11329",,,,
NMIN111,Programování 1,Programming 1,"2024","9999","11320","32-KSVI",V,"1","1",CZE,"0","2",,,HT,Z,3,"11329",,,,
NMIN203,Mathematica pro začátečníky,Beginners' course in Mathematica,"2017","9999","11320","32-KDM",V,"3","1",CZE,"0","2",,,HT,Z,2,"11664",,,,
NMMA122,Kalkulus 1,Calculus 2,"2020","2020","11320","32-KMA",V,"2","1",CZE,"4","4",,,HT,*,10,"11772",,,,
NMMA122,Kalkulus 1,Calculus 2,"2021","2021","11320","32-KMA",V,"2","1",CZE,"4","4",,,HT,*,10,"35909",,,,
NMMA122,Kalkulus 1,Calculus 2,"2022","2022","11320","32-KMA",V,"2","1",CZE,"4","4",,,HT,*,10,"11772",,,,
NMMA122,Kalkulus 1,Calculus 2,"2023","2023","11320","32-KMA",V,"2","1",CZE,"4","4",,,HT,*,10,"22975",,,,
NMMA122,Kalkulus 1,Calculus 2,"2024","9999","11320","32-KMA",V,"2","1",CZE,"4","4",,,HT,*,10,"11772",,,,
NMMA301,Úvod do komplexní analýzy,Introduction to Complex Analysis,"2020","2020","11320","32-KMA",V,"1","1",CZE,"2","2",,,HT,*,5,"12428",,,,
NMMA301,Úvod do komplexní analýzy,Introduction to Complex Analysis,"2021","2021","11320","32-KMA",V,"1","1",CZE,"2","2",,,HT,*,5,"12090",,,,
NMMA301,Úvod do komplexní analýzy,Introduction to Complex Analysis,"2022","2022","11320","32-KMA",V,"1","1",CZE,"2","2",,,HT,*,5,"12428",,,,
NMMA301,Úvod do komplexní analýzy,Introduction to Complex Analysis,"2023","2023","11320","32-KMA",V,"3","1",CZE,"2","2",,,HT,*,5,"12428","12090",,,
NMMA301,Úvod do komplexní analýzy,Introduction to Complex Analysis,"2024","9999","11320","32-KMA",V,"2","1",CZE,"2","2",,,HT,*,5,"12090",,,,
NMMA331,Úvod do funkcionální analýzy,Introduction to Functional Analysis,"2020","2020","11320","32-KMA",V,"1","1",CZE,"4","2",,,HT,*,8,"12306",,,,
NMMA331,Úvod do funkcionální analýzy,Introduction to Functional Analysis,"2021","2021","11320","32-KMA",V,"1","1",CZE,"4","2",,,HT,*,8,"22975",,,,
NMMA331,Úvod do funkcionální analýzy,Introduction to Functional Analysis,"2022","2022","11320","32-KMA",V,"1","1",CZE,"4","2",,,HT,*,8,"12970",,,,
NMMA331,Úvod do funkcionální analýzy,Introduction to Functional Analysis,"2023","2023","11320","32-KMA",V,"1","1",CZE,"4","2",,,HT,*,8,"12972",,,,
NMMA331,Úvod do funkcionální analýzy,Introduction to Functional Analysis,"2024","9999","11320","32-KMA",V,"1","1",CZE,"4","2",,,HT,*,8,"11466",,,,
NMMA349,Bakalářské konzultace: Matematická analýza,Bachelor's Thesis: Mathematical Analysis,"2012","9999","11320","32-STUD",V,"3","1",CZE,"0","4",,,HT,Z,6,,,,,
NMMA437,Derivace a integrál pro pokročilé 1,Advanced Differentiation and Integration 1,"2020","2020","11320","32-KMA",N,"1","1",CZE,"2","0",,,HT,K,4,,,,,
NMMA437,Derivace a integrál pro pokročilé 1,Advanced Differentiation and Integration 1,"2021","2021","11320","32-KMA",V,"1","1",CZE,"2","0",,,HT,K,4,"12414",,,,
NMMA437,Derivace a integrál pro pokročilé 1,Advanced Differentiation and Integration 1,"2022","2022","11320","32-KMA",N,"1","1",CZE,"2","0",,,HT,K,4,,,,,
NMMA437,Derivace a integrál pro pokročilé 1,Advanced Differentiation and Integration 1,"2023","2023","11320","32-KMA",V,"1","1",CZE,"2","0",,,HT,K,4,"43666",,,,
NMMA437,Derivace a integrál pro pokročilé 1,Advanced Differentiation and Integration 1,"2024","9999","11320","32-KMA",N,"1","1",CZE,"2","0",,,HT,K,4,,,,,
NMMA440,Diferenciální rovnice v Banachových prostorech,Differential Equations in Banach Spaces,"2020","2020","11320","32-KMA",N,"2","1",ENG,"2","0",,,HT,K,4,,,,,
NMMA440,Diferenciální rovnice v Banachových prostorech,Differential Equations in Banach Spaces,"2021","2021","11320","32-KMA",V,"2","1",ENG,"2","0",,,HT,K,4,"12944","11269",,,
NMMA440,Diferenciální rovnice v Banachových prostorech,Differential Equations in Banach Spaces,"2022","2022","11320","32-KMA",N,"2","1",ENG,"2","0",,,HT,K,4,,,,,
NMMA440,Diferenciální rovnice v Banachových prostorech,Differential Equations in Banach Spaces,"2023","2023","11320","32-KMA",V,"2","1",ENG,"2","0",,,HT,K,4,"11269","12944",,,
